#mrk	kap	num	dos	ind	trd
d.0	do		oa_7	NULL	NULL
doz.tro0o	trodozo		NULL	Überdosis	
doz.tro0o	superdozo		NULL	Überdosis	
doz.tro0o.MED	trodozo		NULL	Überdosis	
doz.tro0o.MED	superdozo		NULL	Überdosis	
dozometr.0o	dozometro		NULL	NULL	NULL
dozometr.0o.MEZ	dozometro		NULL	NULL	NULL
dracen.0o	draceno		NULL	Drachenbaum	
dracen.0o.BOT	draceno		NULL	Drachenbaum	
drag.0i	dragi		NULL	baggern	
drag.0i.TEK	dragi		NULL	baggern	
drag.0ilo	dragilo		NULL	Löffelbagger	
drag.0ilo	dragmaŝino		NULL	Löffelbagger	
drag.0ilo	dragilo		NULL	Eimerbagger	
drag.0ilo	dragmaŝino		NULL	Eimerbagger	
drag.0ilo.TEK	dragilo		NULL	Löffelbagger	
drag.0ilo.TEK	dragmaŝino		NULL	Löffelbagger	
drag.0ilo.TEK	dragilo		NULL	Eimerbagger	
drag.0ilo.TEK	dragmaŝino		NULL	Eimerbagger	
dragon.0o	dragono		NULL	Dragoner	
dragon.0o.MIL	dragono		NULL	Dragoner	
drahxm.0o	draĥmo		NULL	Drachme	
drahxm.0o	drakmo		NULL	Drachme	
drahxm.0o.EKON	draĥmo		NULL	Drachme	
drahxm.0o.EKON	drakmo		NULL	Drachme	
drak.0o	drako		NULL	Drache	
drak.0o.kajto	drako	2	NULL	Drache	
drak.D0o	Drako		NULL	Drache	Drache (Sternbild)
drak.D0o.AST	Drako		NULL	Drache	Drache (Sternbild)
drak.flug0o	flugdrako		NULL	Flugdrache	
drak.flug0o.SPO	flugdrako		NULL	Flugdrache	
drakon.0a	drakona		NULL	drakonisch	
drakon.0a	drakona		NULL	hart	
drakon.0a	drakona		NULL	streng	
drakun.0o	drakunkolo		NULL	Estragon	
drakun.0o	estragono		NULL	Estragon	
dram.0a	drama		NULL	NULL	NULL
dram.0a.FIG	drama	2	NULL	dramatisch	
dram.0a.teatra	drama	1	NULL	Theater-	
dram.0igi	dramigi		NULL	dramatisieren	
dram.0o	dramo		NULL	Drama	
dram.0o.FIG	dramo	2	NULL	Drama	
dram.0o.TEA	dramo	1	NULL	Drama	
dramat.0o	dramaturgio		NULL	Dramaturgie	
dramat.0o.apliko	dramaturgio	2	NULL	Dramaturgie	
dramat.0o.teorio	dramaturgio	3	NULL	Dramaturgie	
dramat.0o.verkado	dramaturgio	1	NULL	Dramaturgie	
drap.0o	drapo		ekz_32	Tuch	Tuch (Wollgewebe)
drap.0o.TEKS	drapo		ekz_32	Tuch	Tuch (Wollgewebe)
drapir.0ajxo	drapiraĵo		NULL	Drapierung	
drapir.0ajxo	drapiraĵo		NULL	Stoffbehang	
drapir.0ajxo	drapiraĵo		NULL	Faltenwurf	
drapir.0ajxo.BELA	drapiraĵo		NULL	Drapierung	
drapir.0ajxo.BELA	drapiraĵo		NULL	Stoffbehang	
drapir.0ajxo.BELA	drapiraĵo		NULL	Faltenwurf	
drapir.0i	drapiri		NULL	drapieren	
drapir.0i	drapiri		NULL	behängen	künstlerisch behängen
drast.0a	drasta		oa_9	drastisch	
drast.0a	drasta		oa_9	gut einschlagend	
drast.0a	drasta		oa_9	wirksam	
drast.0a	drasta		oa_9	stark	
drast.0a	drasta		oa_9	radikal	
drast.0a.KOMUNE	drasta		oa_9	drastisch	
drast.0a.KOMUNE	drasta		oa_9	gut einschlagend	
drast.0a.KOMUNE	drasta		oa_9	wirksam	
drast.0a.KOMUNE	drasta		oa_9	stark	
drast.0a.KOMUNE	drasta		oa_9	radikal	
drast.0eco	drasteco		NULL	NULL	NULL
drast.0eco.KOMUNE	drasteco		NULL	NULL	NULL
drast.mal0a	maldrasta		NULL	allmählich	
drast.mal0a	maldrasta		NULL	graduell	
drast.mal0a	maldrasta		NULL	vorsichtig	
drast.mal0a.KOMUNE	maldrasta		NULL	allmählich	
drast.mal0a.KOMUNE	maldrasta		NULL	graduell	
drast.mal0a.KOMUNE	maldrasta		NULL	vorsichtig	
drasx.0ajxo	draŝaĵo		NULL	Drusch	
drasx.0ajxo.AGR	draŝaĵo		NULL	Drusch	
drasx.0ejo	draŝejo		NULL	Dreschboden	
drasx.0ejo	draŝejo		NULL	Tenne	
drasx.0ejo.AGR	draŝejo		NULL	Dreschboden	
drasx.0ejo.AGR	draŝejo		NULL	Tenne	
drasx.0i	draŝi		NULL	dreschen	
drasx.0i.AGR	draŝi	1	NULL	dreschen	
drasx.0i.bategi	draŝi	3	NULL	prügeln	
drasx.0i.bategi	draŝi	3	NULL	verdreschen	
drasx.0i.bategi	draŝi	3	NULL	dreschen	
drasx.0i.ion	draŝi	2	NULL	dreschen	
drasx.0ilo	draŝilo		NULL	Dreschflegel	
drasx.0ilo	draŝilo		NULL	Dreschflügel	
drasx.0ilo.AGR	draŝilo		NULL	Dreschflegel	
drasx.0ilo.AGR	draŝilo		NULL	Dreschflügel	
drasx.0masxino	draŝmaŝino		NULL	Dreschmaschine	
drasx.0masxino.AGR	draŝmaŝino		NULL	Dreschmaschine	
drasx.0o	draŝo		NULL	NULL	NULL
drasx.0o	draŝado		NULL	NULL	NULL
drasx.0o.AGR	draŝo	1	NULL	NULL	NULL
drasx.0o.AGR	draŝado	1	NULL	NULL	NULL
drasx.0o.FIG	draŝo	2	NULL	NULL	NULL
drasx.0o.FIG	draŝado	2	NULL	NULL	NULL
drasx.fera0ilo	fera draŝilo		NULL	NULL	NULL
drasx.fera0ilo.AGR	fera draŝilo		NULL	Dreschschlitten	
drasx.tra0i	tradraŝi		NULL	NULL	NULL
drasx.tra0i.FIG	tradraŝi	2	NULL	durchprügeln	
drasx.tra0i.ripete	tradraŝi	1	NULL	NULL	NULL
drat.0i	drati		NULL	verdrahten	
drat.0i.TEK	drati		NULL	verdrahten	
drat.0o	drato		oa_8	Draht	
drat.0o.fadeno	drato	1	oa_8	Draht	
drat.0o.kablo	drato	2	oa_8	Draht	
drat.elektro0o	elektrodrato		NULL	NULL	NULL
drat.elektro0o.ELE	elektrodrato		NULL	NULL	NULL
drat.pik0o	pikdrato		NULL	Stacheldraht	
drat.pik0o	pikildrato		NULL	Stacheldraht	
drat.pik0o.TEK	pikdrato		NULL	Stacheldraht	
drat.pik0o.TEK	pikildrato		NULL	Stacheldraht	
dredna.0o	drednaŭto		NULL	Panzerschiff	
dredna.0o	drednaŭto		NULL	Dreadnought	
dredna.0o	drednaŭto		NULL	Dreadnaft	
dredna.0o	drednaŭto		NULL	Schlachtschiff	(Vorläufer des modernen) Schlachtschiff(s)
drelik.0o	dreliko		NULL	Drillich	
drelik.0o	dreliko		NULL	Drell	
drelik.0o.TEKS	dreliko		NULL	Drillich	
drelik.0o.TEKS	dreliko		NULL	Drell	
dren.0i	dreni		NULL	dränieren	
dren.0i	dreni		NULL	dränen	
dren.0i	dreni		NULL	trockenlegen	
dren.0i.KOMUNE	dreni		NULL	dränieren	
dren.0i.KOMUNE	dreni		NULL	dränen	
dren.0i.KOMUNE	dreni		NULL	trockenlegen	
dren.0ilo	drenilo		NULL	Dränrohr	
dren.0ilo	drenilo		NULL	Dränageröhre	
dren.0ilo.AGR	drenilo		NULL	Dränrohr	
dren.0ilo.AGR	drenilo		NULL	Dränageröhre	
drent.D0o	Drento		NULL	Drenthe	
dres.0i	dresi		NULL	dressieren	
dres.0i	dresi		NULL	abrichten	
dres.0i.disciplini	dresi	2	NULL	disziplinieren	
dres.0i.disciplini	dresi	2	NULL	zügeln	
dres.0i.disciplini	dresi	2	NULL	dressieren	
dres.0i.disciplini	dresi	2	NULL	abrichten	
dres.0i.malsovagxigi	dresi	1	NULL	dressieren	
dres.0i.malsovagxigi	dresi	1	NULL	abrichten	
dres.0isto	dresisto		NULL	Dompteur	
dres.0isto	dresisto		NULL	Tierbändiger	
dresden.0a	dresdena		NULL	Dresdner	Dresdner (auf Dresden bezogen)
dresden.0a.rilata	dresdena		NULL	Dresdner	Dresdner (auf Dresden bezogen)
dresden.0ano	dresdenano		NULL	Dresdner	Dresdner (Einwohner)
dresden.0ano.logxanto	dresdenano		NULL	Dresdner	Dresdner (Einwohner)
dresden.0o	Dresdeno		NULL	NULL	NULL
dresden.0o.GEOG	Dresdeno		NULL	Dresden	
driad.0o	driado		NULL	Dryade	
driad.0o	driado		NULL	Baumnymphe	
dribl.0i	dribli		NULL	dribbeln	
dribl.0i.angla	dribli	2	NULL	dribbeln	
dribl.0i.latina	dribli	1	NULL	dribbeln	
dril.0o	drilo		NULL	Drillbohrer	
dril.0o	drilo		NULL	Bohrmaschine	
drink.0ajxo	drinkaĵo		NULL	Getränk	(alkoholisches) Getränk
drink.0ajxo.KUI	drinkaĵo		NULL	Getränk	(alkoholisches) Getränk
drink.0ejisto	drinkejisto		NULL	Barmann	
drink.0ejisto	drinkejisto		NULL	Barfrau	
drink.0ejisto	drinkejisto		NULL	Barista	
drink.0ejisto	drinkejisto		NULL	Schankkellner	
drink.0emulo	drinkemulo		NULL	Säufer	
drink.0emulo	drinkulo		NULL	Säufer	
drink.0emulo	drinkemulo		NULL	Trinker	
drink.0emulo	drinkulo		NULL	Trinker	
drink.0i	drinki		NULL	saufen	
drink.0i	drinki		NULL	zechen	
drink.0i	drinki		NULL	bechern	
drink.for0i	fordrinki		NULL	vertrinken	
drink.for0i	fordrinki		NULL	versaufen	
drink.for0i	fordrinki		NULL	verzechen	
drink.for0i	fordrinki		NULL	ersäufen	
driv.0i	drivi		oa_9	treiben	
driv.0i.MAR	drivi	1	oa_9	treiben	
driv.0i.devojigxi	drivi	2	oa_9	abdriften	
driv.0i.devojigxi	drivi	2	oa_9	treiben	
driv.0o	drivo		oa_9	NULL	NULL
driv.0o.FIG	drivo	2	oa_9	Drift	
driv.0o.ago0i	drivo	1	oa_9	NULL	NULL
driv.for0i	fordrivi		NULL	NULL	NULL
driv.for0i.MAR	fordrivi		NULL	abtreiben	
driv.kontinento0o	kontinentodrivo		NULL	NULL	NULL
driv.kontinento0o	kontinenta drivo		NULL	NULL	NULL
driv.kontinento0o.GEOL	kontinentodrivo		NULL	Kontinentaldrift	
driv.kontinento0o.GEOL	kontinenta drivo		NULL	Kontinentaldrift	
drog.0acxo	drogaĉo		NULL	NULL	NULL
drog.0acxo.KOMUNE	drogaĉo		NULL	Droge	
drog.0acxo.KOMUNE	drogaĉo		NULL	Rauschgift	
drog.0emulo	drogemulo		NULL	Drogensüchtige(r)	
drog.0emulo	drogulo		NULL	Drogensüchtige(r)	
drog.0emulo	drogemulo		NULL	Rauschgiftsüchtige(r)	
drog.0emulo	drogulo		NULL	Rauschgiftsüchtige(r)	
drog.0emulo.narkotajxemulo	drogemulo		NULL	Drogensüchtige(r)	
drog.0emulo.narkotajxemulo	drogulo		NULL	Drogensüchtige(r)	
drog.0emulo.narkotajxemulo	drogemulo		NULL	Rauschgiftsüchtige(r)	
drog.0emulo.narkotajxemulo	drogulo		NULL	Rauschgiftsüchtige(r)	
drog.0o	drogo		NULL	NULL	NULL
drog.0o.KEM	drogo	1	NULL	Arznei	
drog.0o.KEM	drogo	1	NULL	Medikament	
drog.0o.KEM	drogo	1	NULL	Droge	Droge [fak]
drog.0o.KEM	drogo	1	NULL	Heildroge	
drog.0o.drogacxo	drogo	2	NULL	Droge	
drog.0o.drogacxo	drogo	2	NULL	Rauschgift	
drog.0o.drogacxo	drogo	2	NULL	Dopingmittel	
drol.0a	drola		NULL	NULL	NULL
drol.0a.strangeta	drola		NULL	drollig	
drol.0a.strangeta	drola		NULL	possierlich	
dromed.0o	dromedaro		NULL	NULL	NULL
dromed.0o.ZOO	dromedaro		NULL	Dromedar	
dron.0i	droni		ekz_37	ertrinken	
dron.0i	droni		ekz_37	untergehen	
dron.0i.FIG	droni	3	ekz_37	ertrinken	
dron.0i.FIG	droni	3	ekz_37	untergehen	
dron.0i.MAR	droni	2	ekz_37	ertrinken	
dron.0i.MAR	droni	2	ekz_37	untergehen	
dron.0i.morti	droni	1	ekz_37	ertrinken	
dron.0i.morti	droni	1	ekz_37	untergehen	
dron.0i.okupigxi	droni	5	ekz_37	ertrinken	
dron.0i.okupigxi	droni	5	ekz_37	untergehen	
dron.0i.tro	droni	4	ekz_37	ertrinken	
dron.0i.tro	droni	4	ekz_37	untergehen	
dron.0igi	dronigi		NULL	ertränken	
dron.0igi	dronigi		NULL	tauchen	
dron.0igi	dronigi		NULL	tunken	
dron.0igi	dronigi		NULL	untertunken	
dron.0igi	dronigi		NULL	eintunken	
dron.0into	droninto		NULL	Ertrunkener	
dron.sin0igi	sin dronigi		NULL	ertränken	sich ertränken
drone.0o	droneo		NULL	Drohne	
drone.0o.SNC	droneo		NULL	Drohne	
dros.0o	droso		NULL	Trosse	
dros.0o	droso		NULL	Ruderreep	
dros.0o	droso		NULL	Steuerreep	
drosxk.0o	droŝko		NULL	Droschke	
drosxk.0o.TRA	droŝko		NULL	Droschke	
drozofil.0o	drozofilo		NULL	Taufliege	
drozofil.0o	drozofilo		NULL	Fruchtfliege	
drozofil.0o	drozofilo		NULL	Drosophila	
drozofil.0o.ZOO	drozofilo		NULL	Taufliege	
drozofil.0o.ZOO	drozofilo		NULL	Fruchtfliege	
drozofil.0o.ZOO	drozofilo		NULL	Drosophila	
druid.0o	druido		NULL	Druide	
druid.0o.REL	druido		NULL	Druide	
drum.0o	drumo		NULL	Schlagzeug	
drum.0o.MUZ	drumo		NULL	Schlagzeug	
drup.0o	drupo		NULL	Steinfrucht	
druz.0ismo	druzismo		NULL	Drusentum	
druz.0ismo.REL	druzismo		NULL	Drusentum	
druz.0o	druzo		NULL	Druse	Druse (relig.)
druz.0o.REL	druzo		NULL	Druse	Druse (relig.)
du.0obla	duobla		uv_O	doppelt	
du.0obla	duobla		uv_O	doppelt	
du.0obla	duobla		uv_O	doppelt	
du.0obla	duobla		uv_O	doppelt	
du.0obla	duobla		uv_O	doppelt	
du.0obla	duobla		akkor_de	doppelt	
du.0obla	duobla		ekz_14	doppelt	
du.0obla	duobla		ekz_14	doppelt	
du.0obla	duobla		ekz_14	doppelt	
du.0obla	duobla		ekz_14	doppelt	
du.0obla	duobla		ekz_14	doppelt	
du.0oblajxo	duoblaĵo		NULL	Doppel	
du.0oblajxo	duoblaĵo		NULL	Dublette	
du.0oblajxo	duoblaĵo		NULL	Duplikat	
du.0oblajxo	duoblaĵo		NULL	Zweites	
du.0oblajxo.duoblo	duoblaĵo	1	NULL	Doppeltes	
du.0oblajxo.duoblo	duoblaĵo	1	NULL	Doppel	
du.0oblajxo.duoblo	duoblaĵo	1	NULL	Dublette	
du.0oblajxo.duoblo	duoblaĵo	1	NULL	Duplikat	
du.0oblajxo.duoblo	duoblaĵo	1	NULL	Zweites	
du.0oblajxo.kopio	duoblaĵo	2	NULL	Doppel	
du.0oblajxo.kopio	duoblaĵo	2	NULL	Dublette	
du.0oblajxo.kopio	duoblaĵo	2	NULL	Duplikat	
du.0oblajxo.kopio	duoblaĵo	2	NULL	Zweites	
du.0obligi	duobligi		NULL	verdoppeln	
du.0oblo	duoblo		NULL	Doppeltes	
du.0on	duon-		NULL	NULL	NULL
du.0on.GEN	duon-	2	NULL	NULL	NULL
du.0on.KOMUNE	duon-	1	NULL	NULL	NULL
du.0ona	duona		NULL	halb	
du.0oniganto	duoniganto		NULL	NULL	NULL
du.0oniganto.punkto	duoniganto	1	NULL	NULL	NULL
du.0oniganto.rekto	duoniganto	2	NULL	Halbierende	
du.0ope	duope		ekz_14	NULL	NULL
du.0ope	duope		ekz_14	NULL	NULL
du.0ope	duope		ekz_14	NULL	NULL
du.0ope	duope		ekz_14	NULL	NULL
du.0ope	duope		uv_O	NULL	NULL
du.0ope	duope		uv_O	NULL	NULL
du.0ope	duope		uv_O	NULL	NULL
du.0ope	duope		uv_O	NULL	NULL
du.0ope	duope		gra_pl	NULL	NULL
du.0ope	duope		gra_fr	NULL	NULL
du.0ope	duope		gra_de	NULL	NULL
du.0ope	duope		gra_ru	NULL	NULL
du.0uma	duuma		NULL	binär	
du.jar0ono	jarduono		NULL	Halbjahr	
du.jar0ono.AST	jarduono	2	NULL	Halbjahr	
du.jar0ono.KAL	jarduono	1	NULL	Halbjahr	
du.ne0uma	neduuma		NULL	NULL	NULL
du.ne0umulo	neduumulo		NULL	NULL	NULL
du.pli_bona_0ono	pli bona duono		NULL	bessere Hälfte	
dual.0a	duala		NULL	NULL	NULL
dual.0a.MAT	duala	2	NULL	dual	
dual.0a.dualisma	duala	3	NULL	NULL	NULL
dual.0a.gxenerale	duala	1	NULL	NULL	NULL
dual.0o	dualo		NULL	NULL	NULL
dual.0o.GRA	dualo	1	NULL	Dual	
dual.0o.GRA	dualo	1	NULL	Zweizahl	
dual.0o.MAT	dualo	2	NULL	Dual	
dual.0o.MAT	dualo	2	NULL	Dualraum	
dual.algebra0o	algebra dualo		NULL	Dual	algebraischer Dual
dual.du0o	dudualo		NULL	Bidual	
dual.du0o	duobla dualo		NULL	Bidual	
dual.du0o	dudualo		NULL	Bidualraum	
dual.du0o	duobla dualo		NULL	Bidualraum	
dual.topologia0o	topologia dualo		NULL	Dual	topologischer Dual
dual.topologiadu0o	topologia dudualo		NULL	Bidual	topologischer Bidual
duala.0o	Dualao		NULL	Douala	
dualis.0o	dualismo		oa_2	Dualismus	
dualis.0o.FIL	dualismo	1	oa_2	Dualismus	
dualis.0o.POL	dualismo	2	oa_2	Dualismus	
dub.0a	duba		NULL	zweifelhaft	
dub.0a	dubebla		NULL	zweifelhaft	
dub.0a	pridubebla		NULL	zweifelhaft	
dub.0a	duba		NULL	fraglich	
dub.0a	dubebla		NULL	fraglich	
dub.0a	pridubebla		NULL	fraglich	
dub.0a	duba		NULL	bedenklich	
dub.0a	dubebla		NULL	bedenklich	
dub.0a	pridubebla		NULL	bedenklich	
dub.0a	duba		NULL	unsicher	
dub.0a	dubebla		NULL	unsicher	
dub.0a	pridubebla		NULL	unsicher	
dub.0ema	dubema		NULL	zweifelnd	
dub.0ema	dubema		NULL	skeptisch	
dub.0ema.PSI	dubema		NULL	zweifelnd	
dub.0ema.PSI	dubema		NULL	skeptisch	
dub.0emo	dubemo		NULL	Skepsis	
dub.0emo.PSI	dubemo		NULL	Skepsis	
dub.0i	dubi		ekz_26	zweifeln	
dub.0i	dubi		ekz_26	bezweifeln	
dub.0i	dubi		ekz_26	unsicher	unsicher sein
dub.0igi	dubigi		NULL	NULL	NULL
dub.0igi.ion	dubigi	2	NULL	Frage	in Frage stellen
dub.0igi.ion	dubigi	2	NULL	anzweifeln	
dub.0igi.iun	dubigi	1	NULL	verunsichern	
dub.0inda	dubinda		NULL	zweifelhaft	
dub.0inda	dubinda		NULL	fraglich	
dub.0inda.kompromita	dubinda	2	NULL	zwielichtig	
dub.0inda.kompromita	dubinda	2	NULL	zweifelhaft	
dub.0inda.kompromita	dubinda	2	NULL	fraglich	
dub.0inda.malcerta	dubinda	1	NULL	zweifelhaft	
dub.0inda.malcerta	dubinda	1	NULL	fraglich	
dub.0o	dubo		NULL	Zweifel	
dub.0o	dubo		NULL	Unsicherheit	
dub.konscienc0o	konsciencdubo		NULL	Skrupel	
dub.konscienc0o	konsciencdubo		NULL	Gewissensbiss	
dub.ne0eble	nedubeble		NULL	unzweifelhaft	
dub.ne0eble	sen ia dubo		NULL	unzweifelhaft	
dub.ne0eble	nedubeble		NULL	Frage	ohne Frage
dub.ne0eble	sen ia dubo		NULL	Frage	ohne Frage
dub.ne0eble.ARG	nedubeble		NULL	unzweifelhaft	
dub.ne0eble.ARG	sen ia dubo		NULL	unzweifelhaft	
dub.ne0eble.ARG	nedubeble		NULL	Frage	ohne Frage
dub.ne0eble.ARG	sen ia dubo		NULL	Frage	ohne Frage
dub.sen0a	senduba		NULL	zweifellos	
dub.sen0a	eksterduba		NULL	zweifellos	
dub.sen0a	senduba		NULL	Zweifel	ohne Zweifel
dub.sen0a	eksterduba		NULL	Zweifel	ohne Zweifel
dub.sen0a	senduba		NULL	Zweifel	außer Zweifel
dub.sen0a	eksterduba		NULL	Zweifel	außer Zweifel
dub.sen0e	sendube		NULL	zweifellos	
dub.sen0e.ARG	sendube		NULL	zweifellos	
dubaj.0o	Dubajo		NULL	Dubaï	
dubel.0o	dubelo		NULL	Dübel	
dubl.0i	dubli		NULL	synchronisieren	synchronisieren (Film)
dubl.0i.SON	dubli		NULL	synchronisieren	synchronisieren (Film)
dubl.0isto	dublisto		NULL	Synchronsprecher	Synchronsprecher (Film)
dubl.0isto.SON	dublisto		NULL	Synchronsprecher	Synchronsprecher (Film)
dublin.0o	Dublino		NULL	Dublin	
dublin.0o.GEOG	Dublino		NULL	Dublin	
dublon.0o	dublono		NULL	Dublone	Dublone (Goldmünze)
dublon.0o.EKON	dublono		NULL	Dublone	Dublone (Goldmünze)
dubni.0o	dubnio		NULL	Dubnium	
duel.0anto	duelanto		NULL	Duellant	
duel.0anto.KOMUNE	duelanto		NULL	Duellant	
duel.0i	dueli		NULL	duellieren	sich duellieren
duel.0i	dueli		NULL	Zweikampf	einen Zweikampf austragen
duel.0i	dueli		NULL	Zweikampf	einen Zweikampf ausfechten
duel.0i.KOMUNE	dueli		NULL	duellieren	sich duellieren
duel.0i.KOMUNE	dueli		NULL	Zweikampf	einen Zweikampf austragen
duel.0i.KOMUNE	dueli		NULL	Zweikampf	einen Zweikampf ausfechten
duel.0o	duelo		NULL	Duell	
duel.0o	duelo		NULL	Zweikampf	
duel.0o.KOMUNE	duelo		NULL	Duell	
duel.0o.KOMUNE	duelo		NULL	Zweikampf	
duel.pojn0o	pojnduelo		NULL	Armdrücken	
duel.pojn0o.SPO	pojnduelo		NULL	Armdrücken	
duenj.0o	duenjo		NULL	Anstandsdame	
duet.0o	dueto		NULL	Duett	
dugong.0o	dugongo		NULL	Dugong	
dugong.0o	dugongo		NULL	Gabelschwanzseekuh	
dugong.0o.ZOO	dugongo		NULL	Dugong	
dugong.0o.ZOO	dugongo		NULL	Gabelschwanzseekuh	
duk.0ino	dukino		NULL	Herzogin	
duk.0ino	dukino		NULL	Landgräfin	
duk.0ino.edzino	dukino		NULL	Herzogin	
duk.0ino.edzino	dukino		NULL	Landgräfin	
duk.0o	duko		NULL	NULL	NULL
duk.0o.NOB	duko		NULL	Herzog	
duk.0o.NOB	duko		NULL	Landgraf	
duk.0ujo	dukujo		NULL	Herzogtum	
duk.cxef0o	ĉefduko		NULL	NULL	NULL
duk.cxef0o	granda duko		NULL	NULL	NULL
duk.cxef0o.familiano	ĉefduko	2	NULL	Erzherzog	
duk.cxef0o.familiano	granda duko	2	NULL	Erzherzog	
duk.cxef0o.familiano	ĉefduko	2	NULL	Großherzog	
duk.cxef0o.familiano	granda duko	2	NULL	Großherzog	
duk.cxef0o.suvereno	ĉefduko	1	NULL	Großherzog	
duk.cxef0o.suvereno	granda duko	1	NULL	Großherzog	
dukat.0o	dukato		NULL	Dukat	
dukat.0o	dukato		NULL	Dukaten	
dukt.0a	dukta		NULL	NULL	NULL
dukt.0a.FIZL	dukta		NULL	NULL	NULL
dukt.0o	dukto		NULL	NULL	NULL
dukt.0o.KOMUNE	dukto		NULL	NULL	NULL
dukt.akvo0o	akvodukto		NULL	Wasserleitung	
dukt.akvo0o	akvodukto		NULL	Aquädukt	
dukt.akvo0o.TEK	akvodukto		NULL	Wasserleitung	
dukt.akvo0o.TEK	akvodukto		NULL	Aquädukt	
dukt.gas0o	gasdukto		NULL	Gaspipeline	
dukt.gas0o.TEK	gasdukto		NULL	Gaspipeline	
dukt.nafto0o	naftodukto		NULL	Ölpipeline	
dukt.nafto0o.TEK	naftodukto		NULL	Ölpipeline	
dukt.ovo0o	ovodukto		NULL	Eileiter	
dukt.ovo0o.ANA	ovodukto		NULL	Eileiter	
dukt.sen0a	sendukta		NULL	NULL	NULL
dukt.sen0a.FIZL	sendukta		NULL	NULL	NULL
dukt.spermo0o	spermodukto		NULL	NULL	NULL
dukt.spermo0o.ANA	spermodukto		NULL	NULL	NULL
dum.0	dum		ekz_17	während	
dum.0	dum		uv_D	während	
dum.0	dum		akkor_en	während	
dum.0.konj_kontrast	dum	2	ekz_17	während	
dum.0.konj_kontrast	dum	2	uv_D	während	
dum.0.konj_kontrast	dum	2	akkor_en	während	
dum.0.konj_kontrast	dum	2	ekz_17	hingegen	
dum.0.konj_kontrast	dum	2	uv_D	hingegen	
dum.0.konj_kontrast	dum	2	akkor_en	hingegen	
dum.0.konj_kontrast	dum	2	ekz_17	während	
dum.0.konj_kontrast	dum	2	uv_D	während	
dum.0.konj_kontrast	dum	2	akkor_en	während	
dum.0.konj_temp	dum	1	ekz_17	solange	
dum.0.konj_temp	dum	1	uv_D	solange	
dum.0.konj_temp	dum	1	akkor_en	solange	
dum.0.konj_temp	dum	1	ekz_17	während	
dum.0.konj_temp	dum	1	uv_D	während	
dum.0.konj_temp	dum	1	akkor_en	während	
dum.0.konj_temp	dum	1	ekz_17	während	
dum.0.konj_temp	dum	1	uv_D	während	
dum.0.konj_temp	dum	1	akkor_en	während	
dum.0.pref	dum	1	ekz_17	während	
dum.0.pref	dum	1	uv_D	während	
dum.0.pref	dum	1	akkor_en	während	
dum.0.prep	dum	1	ekz_17	während	
dum.0.prep	dum	1	uv_D	während	
dum.0.prep	dum	1	akkor_en	während	
dum.0.prep	dum	1	ekz_17	während	
dum.0.prep	dum	1	uv_D	während	
dum.0.prep	dum	1	akkor_en	während	
dum.0a	duma		NULL	gleichzeitiger	
dum.0a.provizora	duma	2	NULL	gleichzeitiger	
dum.0a.samtempa	duma	1	NULL	gleichzeitiger	
dum.0e	dume		uv_D	NULL	NULL
dum.0e	dume		akkor_en	NULL	NULL
dum.0e.kiam	dume	1	uv_D	währenddessen	
dum.0e.kiam	dume	1	akkor_en	währenddessen	
dum.0e.kiam	dume	1	uv_D	unterdessen	
dum.0e.kiam	dume	1	akkor_en	unterdessen	
dum.0e.kiam	dume	1	uv_D	derweilen	
dum.0e.kiam	dume	1	akkor_en	derweilen	
dum.0e.kiam	dume	1	uv_D	derweil	
dum.0e.kiam	dume	1	akkor_en	derweil	
dum.0e.kontraste	dume	3	uv_D	während	
dum.0e.kontraste	dume	3	akkor_en	während	
dum.0e.kontraste	dume	3	uv_D	hingegen	
dum.0e.kontraste	dume	3	akkor_en	hingegen	
dum.0e.kontraste	dume	3	uv_D	unterdessen	
dum.0e.kontraste	dume	3	akkor_en	unterdessen	
dum.0e.provizore	dume	2	uv_D	zunächst	
dum.0e.provizore	dume	2	akkor_en	zunächst	
dum.0e.provizore	dume	2	uv_D	erstmal	
dum.0e.provizore	dume	2	akkor_en	erstmal	
dum.0e.provizore	dume	2	uv_D	vorerst	
dum.0e.provizore	dume	2	akkor_en	vorerst	
dum.0ke	dum ke		NULL	während	
dum.0ke	dum kiam		NULL	während	
dum.0ke.konj_kontrast	dum ke	2	NULL	hingegen	
dum.0ke.konj_kontrast	dum kiam	2	NULL	hingegen	
dum.0ke.konj_kontrast	dum ke	2	NULL	während	
dum.0ke.konj_kontrast	dum kiam	2	NULL	während	
dum.0ke.konj_temp	dum ke	1	NULL	während	
dum.0ke.konj_temp	dum kiam	1	NULL	während	
dum.inter0e	interdume		NULL	zwischenzeitlich	
dum.inter0e.KOMUNE	interdume		NULL	zwischenzeitlich	
dumdum.0o	dumdumo		NULL	Dum-Dum-Geschoss	
dumdum.0o	dumdumo		NULL	Teilmantelgeschoss	
dumdum.0o.ARM	dumdumo		NULL	Dum-Dum-Geschoss	
dumdum.0o.ARM	dumdumo		NULL	Teilmantelgeschoss	
dumpin.0o	dumpingo		NULL	Dumping	
dumpin.kontraux0a	kontraŭdumpinga		NULL	Antidumping	
dun.0o	duno		NULL	Düne	
dun.negx0o	neĝduno		NULL	Schneewehe	
dun.negx0o	neĝduno		NULL	Schneebrett	
