#kap	mrk	lng	trd	ind
nobelo	nobel.0o.POL	en		nobleman
nobelo	nobel.0o.POL	en		noble
nobelo	nobel.0o.POL	de		Edelmann
nobelo	nobel.0o.POL	de		Adliger
nobelio	nobeli.0o	en		nobelium
nobelio	nobeli.0o	de		Nobelium
nobelio	nobeli.0o	fr		nobélium
nobla	nobl.0a	fr		noble
nobla	nobl.0a	fr		élevé
nobla	nobl.0a	en		honorable
nobla	nobl.0a	en		great
nobla	nobl.0a	en		noble
nobla	nobl.0a	de		edel
nobla	nobl.0a.KEM	fr		noble
nobla	nobl.0a.KEM	fr		élevé
nobla	nobl.0a.KEM	en		honorable
nobla	nobl.0a.KEM	en		great
nobla	nobl.0a.KEM	en		noble
nobla	nobl.0a.KEM	de		edel
nobla	nobl.0a.ago	de	hohe (Ideale usw.)	hohe
nobla	nobl.0a.ago	fr		noble
nobla	nobl.0a.ago	fr		élevé
nobla	nobl.0a.ago	en		honorable
nobla	nobl.0a.ago	en		great
nobla	nobl.0a.ago	en		noble
nobla	nobl.0a.ago	de		vornehm
nobla	nobl.0a.ago	de		edel
nobla	nobl.0a.ajxo	fr		noble
nobla	nobl.0a.ajxo	fr		élevé
nobla	nobl.0a.ajxo	en		honorable
nobla	nobl.0a.ajxo	en		great
nobla	nobl.0a.ajxo	en		noble
nobla	nobl.0a.ajxo	de		edel
nobla	nobl.0a.iu	fr		noble
nobla	nobl.0a.iu	fr		élevé
nobla	nobl.0a.iu	en		honorable
nobla	nobl.0a.iu	en		great
nobla	nobl.0a.iu	en		noble
nobla	nobl.0a.iu	de		edel
nobla	nobl.0a.iu	de		vornehm
nobla	nobl.0a.iu	de		edelmütig
noblaĵo	nobl.0ajxo	de	gute Tat	Tat
noblaĵo	nobl.0ajxo	fr		bonne action
noblaĵo	nobl.0ajxo.PSI	de	gute Tat	Tat
noblaĵo	nobl.0ajxo.PSI	fr		bonne action
nobligi	nobl.0igi	fr		ennoblir
nobligi	nobl.0igi	fr		élever
nobligi	nobl.0igi	de		veredeln
nobligi	nobl.0igi.PSI	fr		ennoblir
nobligi	nobl.0igi.PSI	fr		élever
nobligi	nobl.0igi.PSI	de		veredeln
noblulo	nobl.0ulo	fr		homme de bien
noblulo	nobl.0ulo	de		Edelmann
noblulo	nobl.0ulo.PSI	fr		homme de bien
noblulo	nobl.0ulo.PSI	de		Edelmann
malnobla	nobl.mal0a	fr		vil
malnobla	nobl.mal0a	fr		ignoble
malnobla	nobl.mal0a	en		vile
malnobla	nobl.mal0a	en		base
malnobla	nobl.mal0a	en		ignoble
malnobla	nobl.mal0a	de		schändlich
malnobla	nobl.mal0a	de		unwürdig
malnobla	nobl.mal0a	de		unedel
malnobla	nobl.mal0a.PSI	fr		vil
malnobla	nobl.mal0a.PSI	fr		ignoble
malnobla	nobl.mal0a.PSI	en		vile
malnobla	nobl.mal0a.PSI	en		base
malnobla	nobl.mal0a.PSI	en		ignoble
malnobla	nobl.mal0a.PSI	de		schändlich
malnobla	nobl.mal0a.PSI	de		unwürdig
malnobla	nobl.mal0a.PSI	de		unedel
malnoblaĵo	nobl.mal0ajxo	fr		bassesse
malnoblaĵo	nobl.mal0ajxo	fr		turpitude
malnoblaĵo	nobl.mal0ajxo.PSI	fr		bassesse
malnoblaĵo	nobl.mal0ajxo.PSI	fr		turpitude
malnobligi	nobl.mal0igi	fr		pervertir
malnobligi	nobl.mal0igi	fr		avilir
malnobligi	nobl.mal0igi.PSI	fr		pervertir
malnobligi	nobl.mal0igi.PSI	fr		avilir
malnoblulo	nobl.mal0ulo	en		scoundrel
malnoblulo	nobl.mal0ulo	fr		scélérat
malnoblulo	nobl.mal0ulo	fr		personne ignoble
malnoblulo	nobl.mal0ulo	en		knave
malnoblulo	nobl.mal0ulo	en		scurvy dog
malnoblulo	nobl.mal0ulo.PSI	fr		scélérat
malnoblulo	nobl.mal0ulo.PSI	fr		personne ignoble
malnoblulo	nobl.mal0ulo.PSI	en		knave
malnoblulo	nobl.mal0ulo.PSI	en		scurvy dog
malnoblulo	nobl.mal0ulo.PSI	en		scoundrel
noci	noc.0i	fr		nuire
noci	noc.0i	en		harm
noci	noc.0i	en		be injurious to
noci	noc.0i	de		schaden
noci	noc.0i.malutili	fr		nuire
noci	noc.0i.malutili	en		harm
noci	noc.0i.malutili	en		be injurious to
noci	noc.0i.malutili	de		schaden
nociaro	noci.0aro	de		Begriffssystem
nocio	noci.0o	fr		notion
nocio	noci.0o	de	klar definierte Idee	Idee
nocio	noci.0o	de		Begriff
nocio	noci.0o	de		Notion
subnocio	noci.sub0o	en		subnotion
subnocio	noci.sub0o	de		Unterbegriff
supernocio	noci.super0o	en		supernotion
supernocio	noci.super0o	de		Oberbegriff
noĉi	nocx.0i	fr	faire une encoche	encoche
noĉi	nocx.0i	fr		cocher
noĉi	nocx.0i.KOMUNE	fr	faire une encoche	encoche
noĉi	nocx.0i.KOMUNE	fr		cocher
noĉo	nocx.0o	fr	coche (encoche)	coche
noĉo	nocx.0o	fr		encoche
noĉo	nocx.0o.KOMUNE	fr	coche (encoche)	coche
noĉo	nocx.0o.KOMUNE	fr		encoche
nodi	nod.0i	fr		nouer
nodi	nod.0i	de		verknoten
nodi	nod.0i.FIG	fr		nouer
nodi	nod.0i.FIG	de		verknoten
nodi	nod.0i.KOMUNE	fr		nouer
nodi	nod.0i.KOMUNE	de		verknoten
nodo	nod.0o	fr		nœud
nodo	nod.0o	en		knot
nodo	nod.0o	de		Knoten
nodo	nod.0o.MEZ	fr		nœud
nodo	nod.0o.MEZ	en		knot
nodo	nod.0o.MEZ	de		Knoten
nodo	nod.0o.MEZ	en		knot
nodo	nod.0o.TEKS	fr		nœud
nodo	nod.0o.TEKS	en		knot
nodo	nod.0o.TEKS	de		Knoten
nodo	nod.0o.centro	fr		nœud
nodo	nod.0o.centro	en		knot
nodo	nod.0o.centro	de		Knoten
nodo	nod.0o.implikajxo	fr		nœud
nodo	nod.0o.implikajxo	en		knot
nodo	nod.0o.implikajxo	de		Knoten
nodo	nod.0o.tubero	fr		nœud
nodo	nod.0o.tubero	en		knot
nodo	nod.0o.tubero	de		Knoten
nodo	nod.0o.vojnodo	fr		nœud
nodo	nod.0o.vojnodo	en		knot
nodo	nod.0o.vojnodo	de		Knoten
elnodiĝo	nod.el0igxo	fr		dénouement
elnodiĝo	nod.el0igxo	en		denouement
elnodiĝo	nod.el0igxo	de		Auflösung
elnodiĝo	nod.el0igxo.BELE	fr		dénouement
elnodiĝo	nod.el0igxo.BELE	en		denouement
elnodiĝo	nod.el0igxo.BELE	de		Auflösung
elnodiĝo	nod.el0igxo.BELE	de	Lysis (Drama)	Lysis
elnodiĝo	nod.el0igxo.BELE	de		Dénouement
elnodiĝo	nod.el0igxo.FIG	fr		dénouement
elnodiĝo	nod.el0igxo.FIG	en		denouement
elnodiĝo	nod.el0igxo.FIG	de		Auflösung
ennodiĝo	nod.en0igxo	de		Epitase
ennodiĝo	nod.en0igxo	de	Komplikation (Drama)	Komplikation
ennodiĝo	nod.en0igxo	de	Schürzung des Knotens	Schürzung
ennodiĝo	nod.en0igxo.BELE	de		Epitase
ennodiĝo	nod.en0igxo.BELE	de	Komplikation (Drama)	Komplikation
ennodiĝo	nod.en0igxo.BELE	de	Schürzung des Knotens	Schürzung
gordia nodo	nod.gordia0o	fr		nœud gordien
gordia nodo	nod.gordia0o	en		Gordian knot
gordia nodo	nod.gordia0o	de		Gordischer Knoten
gordia nodo	nod.gordia0o.FRAZ	fr		nœud gordien
gordia nodo	nod.gordia0o.FRAZ	en		Gordian knot
gordia nodo	nod.gordia0o.FRAZ	de		Gordischer Knoten
gordia nodo	nod.gordia0o.MIT	fr		nœud gordien
gordia nodo	nod.gordia0o.MIT	en		Gordian knot
gordia nodo	nod.gordia0o.MIT	de		Gordischer Knoten
limfonodo	nod.limfo0o	fr		ganglion lymphatique
limfonodo	nod.limfo0o	de		Lymphknoten
limfonodo	nod.limfo0o.ANA	fr		ganglion lymphatique
limfonodo	nod.limfo0o.ANA	de		Lymphknoten
malnodi	nod.mal0i	fr		dénouer
malnodi	nod.mal0i	de	lösen (Knoten)	lösen
malnodi	nod.mal0i	de		entknoten
malnodi	nod.mal0i.FIG	de	lösen (Knoten)	lösen
malnodi	nod.mal0i.FIG	de		entknoten
malnodi	nod.mal0i.FIG	fr		dénouer
malnodi	nod.mal0i.KOMUNE	de	lösen (Knoten)	lösen
malnodi	nod.mal0i.KOMUNE	de		entknoten
malnodi	nod.mal0i.KOMUNE	fr		dénouer
vojnodo	nod.voj0o	fr		échangeur routier
vojnodo	nod.voj0o.TRA	fr		échangeur routier
nokoj	nok.0oj	fr		gnocchis
nokoj	nok.0oj	en		Gnocchi
nokoj	nok.0oj	de		Nockerln
nokoj	nok.0oj	de		Nocken
nokoj	nok.0oj.KUI	fr		gnocchis
nokoj	nok.0oj.KUI	en		Gnocchi
nokoj	nok.0oj.KUI	de		Nockerln
nokoj	nok.0oj.KUI	de		Nocken
nokaŭti	nokaux.0i	fr	mettre k.o.	k.o.
nokaŭti	nokaux.0i	de	k.o. schlagen	schlagen
nokaŭto	nokaux.0o	en		K.O.
nokaŭto	nokaux.0o	en		knock-out
nokte	nokt.0e	fr		nuitamment
nokte	nokt.0e	fr	de nuit	nuit
nokte	nokt.0e	en		night-time
nokte	nokt.0e	de		nachts
nokti	nokt.0i	NULL	NULL	NULL
nokti	nokt.0i.mallumi	fr	faire nuit	nuit
nokti	nokt.0i.mallumi	de	Nacht sein	Nacht
nokti	nokt.0i.mallumi	en	it's night out	night
nokti	nokt.0i.tranokti	de		übernachten
nokti	nokt.0i.tranokti	de		nächtigen
noktiĝi	nokt.0igxi	fr	la nuit tombe	nuit
noktiĝi	nokt.0igxi	en		night is falling
noktiĝi	nokt.0igxi	de	Nacht werden	Nacht
noktmezo	nokt.0mezo	fr		minuit
noktmezo	nokt.0mezo	en		midnight
noktmezo	nokt.0mezo	de		Mitternacht
blankaj noktoj	nokt.blankaj_0oj	fr		nuit blanche
blankaj noktoj	nokt.blankaj_0oj	en		white nights
blankaj noktoj	nokt.blankaj_0oj	de		Weiße Nächte
tagonokto	nokt.tag0o	fr		nycthémère
tagnokto	nokt.tag0o	fr		nycthémère
tagonokto	nokt.tag0o	fr	jour (24 heures)	jour
tagnokto	nokt.tag0o	fr	jour (24 heures)	jour
tagonokto	nokt.tag0o	en	(24-hour) day	day
tagnokto	nokt.tag0o	en	(24-hour) day	day
tagonokto	nokt.tag0o	de	Tag (24 Stunden)	Tag
tagnokto	nokt.tag0o	de	Tag (24 Stunden)	Tag
tagonokto	nokt.tag0o.KAL	fr		nycthémère
tagnokto	nokt.tag0o.KAL	fr		nycthémère
tagonokto	nokt.tag0o.KAL	fr	jour (24 heures)	jour
tagnokto	nokt.tag0o.KAL	fr	jour (24 heures)	jour
tagonokto	nokt.tag0o.KAL	en	(24-hour) day	day
tagnokto	nokt.tag0o.KAL	en	(24-hour) day	day
tagonokto	nokt.tag0o.KAL	de	Tag (24 Stunden)	Tag
tagnokto	nokt.tag0o.KAL	de	Tag (24 Stunden)	Tag
tranoktejo	nokt.tra0ejo	en		accomodation
tranoktejo	nokt.tra0ejo	de		Übernachtungsmöglichkeit
tranoktejo	nokt.tra0ejo	de		Unterkunft
tranoktejo	nokt.tra0ejo	fr		hébergement
noktumi	nokt.tra0i	fr	passer la nuit	passer
tranokti	nokt.tra0i	fr	passer la nuit	passer
noktumi	nokt.tra0i	en	spend the night	night
tranokti	nokt.tra0i	en	spend the night	night
noktumi	nokt.tra0i	de		nächtigenen
tranokti	nokt.tra0i	de		nächtigenen
noktumi	nokt.tra0i	de		übernachten
tranokti	nokt.tra0i	de		übernachten
noktuo	noktu.0o	NULL	NULL	NULL
noktuo	noktu.0o.birdo	fr		chouette chevêche
noktuo	noktu.0o.birdo	fr		chevêche
noktuo	noktu.0o.birdo	en		little owl
noktuo	noktu.0o.birdo	de		Steinkauz
noktuo	noktu.0o.papilio	en		Noctua
noktuo	noktu.0o.papilio	de	Hausmutter (k.a.)	Hausmutter
noktuedoj	noktue.0oj	de		Eulenschmetterlinge
nokturno	nokturn.0o	de		Nocturne
nokturno	nokturn.0o	fr	nocturne (subst., musique)	nocturne
nokturno	nokturn.0o	en		nocturne
nokturno	nokturn.0o	de		Nachtmusik
nokturno	nokturn.0o	de		Nokturne
nokturno	nokturn.0o.MUZ	de		Nocturne
nokturno	nokturn.0o.MUZ	fr	nocturne (subst., musique)	nocturne
nokturno	nokturn.0o.MUZ	en		nocturne
nokturno	nokturn.0o.MUZ	de		Nachtmusik
nokturno	nokturn.0o.MUZ	de		Nokturne
nomado	nom.0ado	fr		nommage
nomado	nom.0ado	fr		dénomination
nomado	nom.0ado	fr		appellation
nomado	nom.0ado	en		denomination
nomado	nom.0ado	en		nomenclature
nomado	nom.0ado	de		Benennen
nomado	nom.0ado	de		Benennung
nomado	nom.0ado	de		Nennung
nomado	nom.0ado.KOMUNE	fr		nommage
nomado	nom.0ado.KOMUNE	fr		dénomination
nomado	nom.0ado.KOMUNE	fr		appellation
nomado	nom.0ado.KOMUNE	en		denomination
nomado	nom.0ado.KOMUNE	en		nomenclature
nomado	nom.0ado.KOMUNE	de		Benennen
nomado	nom.0ado.KOMUNE	de		Benennung
nomado	nom.0ado.KOMUNE	de		Nennung
nomaro	nom.0aro	fr		nomenclature
nomaro	nom.0aro	fr	liste de noms	nom
nomaro	nom.0aro	de		Nomenklatura
nomaro	nom.0aro	de		Namenstabelle
nomaro	nom.0aro	de		Namensregister
nomaro	nom.0aro	de		Namensliste
nomaro	nom.0aro.KOMUNE	fr		nomenclature
nomaro	nom.0aro.KOMUNE	fr	liste de noms	nom
nomaro	nom.0aro.KOMUNE	de		Nomenklatura
nomaro	nom.0aro.KOMUNE	de		Namenstabelle
nomaro	nom.0aro.KOMUNE	de		Namensregister
nomaro	nom.0aro.KOMUNE	de		Namensliste
nome	nom.0e	fr		nommément
nome	nom.0e	fr	en effet	effet
nome	nom.0e	fr	à savoir	savoir
nome	nom.0e.fakte	fr		nommément
nome	nom.0e.fakte	fr	en effet	effet
nome	nom.0e.fakte	fr	à savoir	savoir
nome	nom.0e.fakte	de	und zwar	zwar
nome	nom.0e.lauxnome	fr		nommément
nome	nom.0e.lauxnome	fr	en effet	effet
nome	nom.0e.lauxnome	fr	à savoir	savoir
nome	nom.0e.lauxnome	de	dem Namen nach	Namen nach
nome	nom.0e.t_e	fr		nommément
nome	nom.0e.t_e	fr	en effet	effet
nome	nom.0e.t_e	fr	à savoir	savoir
nome	nom.0e.t_e	de		nämlich
nome de	nom.0ede	fr	de la part de	part
je la nomo de	nom.0ede	fr	de la part de	part
je la nomo de	nom.0ede	fr	au nom de	nom
en la nomo de	nom.0ede	fr	de la part de	part
en la nomo de	nom.0ede	fr	au nom de	nom
nome de	nom.0ede	fr	au nom de	nom
je la nomo de	nom.0ede	de	im Namen von	Namen von
en la nomo de	nom.0ede	de	im Namen von	Namen von
nome de	nom.0ede	de	im Namen von	Namen von
je la nomo de	nom.0ede.KOMUNE	fr	de la part de	part
je la nomo de	nom.0ede.KOMUNE	fr	au nom de	nom
en la nomo de	nom.0ede.KOMUNE	fr	de la part de	part
en la nomo de	nom.0ede.KOMUNE	fr	au nom de	nom
nome de	nom.0ede.KOMUNE	fr	de la part de	part
nome de	nom.0ede.KOMUNE	fr	au nom de	nom
je la nomo de	nom.0ede.KOMUNE	de	im Namen von	Namen von
en la nomo de	nom.0ede.KOMUNE	de	im Namen von	Namen von
nome de	nom.0ede.KOMUNE	de	im Namen von	Namen von
nomi	nom.0i	de		nennen
nomi	nom.0i	fr		nommer
nomi	nom.0i.bapti	de		nennen
nomi	nom.0i.bapti	de		benennen
nomi	nom.0i.bapti	fr		nommer
nomi	nom.0i.bapti	de		nennen
nomi	nom.0i.uzi	fr		nommer
nomi	nom.0i.uzi	de		nennen
nomiĝi	nom.0igxi	fr	s'appeler	appeler
nomiĝi	nom.0igxi	en		be called
nomiĝi	nom.0igxi	de		heißen
nomiĝi	nom.0igxi	fr	se nommer	nommer
nomiĝi	nom.0igxi.KOMUNE	fr	s'appeler	appeler
nomiĝi	nom.0igxi.KOMUNE	en		be called
nomiĝi	nom.0igxi.KOMUNE	de		heißen
nomiĝi	nom.0igxi.KOMUNE	fr	se nommer	nommer
nomumi	nom.0umi	de		ernennen
nomumi	nom.0umi	fr	nommer (à une fonction)	nommer
nomumi	nom.0umi	en		nominate
nomumi	nom.0umi	de		nominieren
nomumi	nom.0umi.POL	de		ernennen
nomumi	nom.0umi.POL	fr	nommer (à une fonction)	nommer
nomumi	nom.0umi.POL	en		nominate
nomumi	nom.0umi.POL	de		nominieren
kromnomo	nom.al0o	fr		surnom
alnomo	nom.al0o	fr		surnom
kromnomo	nom.al0o	en		alias
alnomo	nom.al0o	en		alias
kromnomo	nom.al0o	en		nickname
alnomo	nom.al0o	en		nickname
kromnomo	nom.al0o	de		Nebenbezeichnung
alnomo	nom.al0o	de		Nebenbezeichnung
kromnomo	nom.al0o	de		Zuname
alnomo	nom.al0o	de		Zuname
kromnomo	nom.al0o	de		Beiname
alnomo	nom.al0o	de		Beiname
kromnomo	nom.al0o.GEN	fr		surnom
alnomo	nom.al0o.GEN	fr		surnom
kromnomo	nom.al0o.GEN	en		alias
alnomo	nom.al0o.GEN	en		alias
kromnomo	nom.al0o.GEN	en		nickname
alnomo	nom.al0o.GEN	en		nickname
kromnomo	nom.al0o.GEN	de		Nebenbezeichnung
alnomo	nom.al0o.GEN	de		Nebenbezeichnung
kromnomo	nom.al0o.GEN	de		Zuname
alnomo	nom.al0o.GEN	de		Zuname
kromnomo	nom.al0o.GEN	de		Beiname
alnomo	nom.al0o.GEN	de		Beiname
alinomo	nom.ali0o	fr	alias (subst.)	alias
alinomo	nom.ali0o.KOMUNE	fr	alias (subst.)	alias
alinomo	nom.ali0o.KOMUNE	de		Alias
antaŭnomo	nom.antaux0o	en		first name
antaŭnomo	nom.antaux0o	de		Vorname
antaŭnomo	nom.antaux0o	fr		prénom
antaŭnomo	nom.antaux0o.GEN	en		first name
antaŭnomo	nom.antaux0o.GEN	de		Vorname
antaŭnomo	nom.antaux0o.GEN	fr		prénom
baptonomo	nom.bapto0o	fr		nom de baptême
baptonomo	nom.bapto0o	fr		prénom
baptonomo	nom.bapto0o	de		Taufname
baptonomo	nom.bapto0o.KRI	fr		nom de baptême
baptonomo	nom.bapto0o.KRI	fr		prénom
baptonomo	nom.bapto0o.KRI	de		Taufname
baptonomo	nom.bapto0o.KRI	en	baptismal name	name
baptonomo	nom.bapto0o.antauxnomo	fr		nom de baptême
baptonomo	nom.bapto0o.antauxnomo	fr		prénom
baptonomo	nom.bapto0o.antauxnomo	de		Taufname
baptonomo	nom.bapto0o.antauxnomo	en	first name	name
bona nomo	nom.bona0o	en		good name
bona nomo	nom.bona0o.KOMUNE	en		good name
bona nomo	nom.bona0o.reputacio	en		good name
bona nomo	nom.bona0o.reputacio	en		fair name
familia nomo	nom.famili0o	fr		nom de famille
familinomo	nom.famili0o	fr		nom de famille
familia nomo	nom.famili0o	de		Familienname
familinomo	nom.famili0o	de		Familienname
familia nomo	nom.famili0o.GEN	fr		nom de famille
familinomo	nom.famili0o.GEN	fr		nom de famille
familia nomo	nom.famili0o.GEN	de		Familienname
familinomo	nom.famili0o.GEN	de		Familienname
fornomi	nom.for0i	fr		désavouer
fornomi	nom.for0i	en		disown
fornomi	nom.for0i	de		verleugnen
fornomi	nom.for0i.KOMUNE	fr		désavouer
fornomi	nom.for0i.KOMUNE	en		disown
fornomi	nom.for0i.KOMUNE	de		verleugnen
honesta nomo	nom.honesta0o	NULL	NULL	NULL
karakteriza nomo	nom.karakteriza0o	en		charactonym
karakteriza nomo	nom.karakteriza0o	de		sprechender Name
karesnomo	nom.kares0o	fr		petit nom
karesnomo	nom.kares0o	fr	diminutif (petit nom)	diminutif
karesnomo	nom.kares0o.GEN	fr		petit nom
karesnomo	nom.kares0o.GEN	fr	diminutif (petit nom)	diminutif
karesnomo	nom.kares0o.GEN	de		Kosename
kaŝnomo	nom.kasx0o	fr		pseudonyme
kaŝnomo	nom.kasx0o	en		pseudonym
kaŝnomo	nom.kasx0o	de		Deckname
kaŝnomo	nom.kasx0o	de		Pseudonym
kaŝnomo	nom.kasx0o.KOMUNE	fr		pseudonyme
kaŝnomo	nom.kasx0o.KOMUNE	en		pseudonym
kaŝnomo	nom.kasx0o.KOMUNE	de		Deckname
kaŝnomo	nom.kasx0o.KOMUNE	de		Pseudonym
laŭnoma	nom.laux0a	NULL	NULL	NULL
laŭnoma	nom.laux0a.nominala	de		nominell
laŭnoma	nom.laux0a.nominala	en		nominal
laŭnoma	nom.laux0a.nomuza	en	by name	name
laŭnoma	nom.laux0a.nomuza	de		namentlich
laŭnome	nom.laux0e	NULL	NULL	NULL
laŭnome	nom.laux0e.nominale	de		nominell
laŭnome	nom.laux0e.nominale	en		nominally
laŭnome	nom.laux0e.nomuze	en	by name	name
laŭnome	nom.laux0e.nomuze	de	beim Namen	Name
laŭnome	nom.laux0e.nomuze	de		namentlich
loknomo	nom.lok0o	fr		toponyme
loknomo	nom.lok0o	fr		nom de lieu
loknomo	nom.lok0o	en		toponym
loknomo	nom.lok0o	en		place name
loknomo	nom.lok0o	de		Toponym
loknomo	nom.lok0o	de		Ortsname
loknomo	nom.lok0o.GEOG	fr		toponyme
loknomo	nom.lok0o.GEOG	fr		nom de lieu
loknomo	nom.lok0o.GEOG	en		toponym
loknomo	nom.lok0o.GEOG	en		place name
loknomo	nom.lok0o.GEOG	de		Toponym
loknomo	nom.lok0o.GEOG	de		Ortsname
misnomi	nom.mis0i	en		misname
misnomi	nom.mis0i	de	unzutreffend benennen	benennen
moknomo	nom.mok0o	fr		sobriquet
moknomo	nom.mok0o	de		Neckname
moknomo	nom.mok0o	de		Spottname
moknomo	nom.mok0o.GEN	fr		sobriquet
moknomo	nom.mok0o.GEN	de		Neckname
moknomo	nom.mok0o.GEN	de		Spottname
persona nomo	nom.persona0o	en		first name
persona nomo	nom.persona0o	de		Vorname
persona nomo	nom.persona0o	fr		prénom
persona nomo	nom.persona0o.GEN	en		first name
persona nomo	nom.persona0o.GEN	de		Vorname
persona nomo	nom.persona0o.GEN	fr		prénom
plumnomo	nom.plum0o	fr		nom de plume
plumnomo	nom.plum0o.BELE	fr		nom de plume
plumnomo	nom.plum0o.BELE	de		Künstlername
samnomulo	nom.sam0ulo	fr	homonyme (porteur du même nom)	homonyme
samnomulo	nom.sam0ulo.KOMUNE	fr	homonyme (porteur du même nom)	homonyme
samnomulo	nom.sam0ulo.KOMUNE	de		Geichnamiger
uzantnomo	nom.uzant0o	NULL	NULL	NULL
uzantnomo	nom.uzant0o.KOMP	fr	nom d'utilisateur (login)	nom d'utilisateur
uzantnomo	nom.uzant0o.KOMP	fr	identifiant d'utilisateur (login)	identifiant d'utilisateur
uzantnomo	nom.uzant0o.KOMP	fr		login
uzantnomo	nom.uzant0o.KOMP	en		login name
uzantnomo	nom.uzant0o.KOMP	en		user name
uzantnomo	nom.uzant0o.KOMP	en		username
uzantnomo	nom.uzant0o.KOMP	de		Benutzername
nomada	nomad.0a	fr	nomade (adj.)	nomade
nomada	nomad.0a	en		nomadic
nomada	nomad.0a	de		nomadisch
nomada	nomad.0a.MOR	fr	nomade (adj.)	nomade
nomada	nomad.0a.MOR	en		nomadic
nomada	nomad.0a.MOR	de		nomadisch
nomadejo	nomad.0ejo	NULL	NULL	NULL
nomadejo	nomad.0ejo.tendaro	de		Nomadenlager
nomadejo	nomad.0ejo.teritorio	de	Lebensraum von Nomaden	Lebensraum
nomadejo	nomad.0ejo.teritorio	de	Wanderungsgebiet (von Nomaden)	Wanderungsgebiet
nomadi	nomad.0i	fr		nomadiser
nomadi	nomad.0i	de	umherziehen (als Nomade)	umherziehen
nomadi	nomad.0i	de	wandern (als Nomade)	wandern
nomadi	nomad.0i.MOR	fr		nomadiser
nomadi	nomad.0i.MOR	de	umherziehen (als Nomade)	umherziehen
nomadi	nomad.0i.MOR	de	wandern (als Nomade)	wandern
nomadismo	nomad.0ismo	fr		nomadisme
nomadismo	nomad.0ismo	en		nomadism
nomadismo	nomad.0ismo	de		Nomadismus
nomadismo	nomad.0ismo.MOR	en		nomadism
nomadismo	nomad.0ismo.MOR	de		Nomadismus
nomadismo	nomad.0ismo.MOR	fr		nomadisme
nomado	nomad.0o	fr	nomade (subst.)	nomade
nomado	nomad.0o	en		nomad
nomado	nomad.0o	de		Nomade
nomado	nomad.0o.MOR	fr	nomade (subst.)	nomade
nomado	nomad.0o.MOR	en		nomad
nomado	nomad.0o.MOR	de		Nomade
nomarko	nomarhx.0o	NULL	NULL	NULL
nomarĥo	nomarhx.0o	NULL	NULL	NULL
nomarko	nomarhx.0o.provincestro	fr		nomarque
nomarĥo	nomarhx.0o.provincestro	fr		nomarque
nomarko	nomarhx.0o.provincestro	de		Gaufürst
nomarĥo	nomarhx.0o.provincestro	de		Gaufürst
nomarko	nomarhx.0o.provincestro	de		Nomarch
nomarĥo	nomarhx.0o.provincestro	de		Nomarch
nombra	nombr.0a	en		numerical
nombra	nombr.0a	en		numeric
nombra	nombr.0a.EVI	en		numerical
nombra	nombr.0a.EVI	en		numeric
nombra	nombr.0a.EVI	de		zahlreich
nombra	nombr.0a.KOMUNE	en		numerical
nombra	nombr.0a.KOMUNE	en		numeric
nombra	nombr.0a.KOMUNE	de		zählend
nombra	nombr.0a.prie	en		numerical
nombra	nombr.0a.prie	en		numeric
nombra	nombr.0a.prie	fr		numérique
nombra	nombr.0a.prie	fr	de nombre	nombre
nombra	nombr.0a.prie	de		Zahl(en)-
nombrebla	nombr.0ebla	NULL	NULL	NULL
nombrebla	nombr.0ebla.GRA	en		countable
nombrebla	nombr.0ebla.KOMUNE	fr		dénombrable
nombrebla	nombr.0ebla.KOMUNE	de		zählbar
nombrebla	nombr.0ebla.MAT	fr	discret (math.)	discret
nombrebla	nombr.0ebla.MAT	fr		dénombrable
nombrebla	nombr.0ebla.MAT	en		discrete
nombrebla	nombr.0ebla.MAT	en		countable
nombrebla	nombr.0ebla.MAT	en		denumerable
nombrebla	nombr.0ebla.MAT	de		diskret
nombrebla	nombr.0ebla.MAT	de		abzählbar
nombri	nombr.0i	de		zählen
nombri	nombr.0i	fr		dénombrer
nombri	nombr.0i	fr		compter
nombri	nombr.0i	en		count
nombri	nombr.0i	en		number
nombri	nombr.0i.enteni	de		zählen
nombri	nombr.0i.enteni	fr		dénombrer
nombri	nombr.0i.enteni	fr		compter
nombri	nombr.0i.enteni	en		count
nombri	nombr.0i.enteni	en		number
nombri	nombr.0i.kalkuli	fr		dénombrer
nombri	nombr.0i.kalkuli	fr		compter
nombri	nombr.0i.kalkuli	en		count
nombri	nombr.0i.kalkuli	en		number
nombri	nombr.0i.kalkuli	de		zählen
nombrilo	nombr.0ilo	fr		compteur
nombrilo	nombr.0ilo	de		Zähler
nombrilo	nombr.0ilo.KOMP	fr		compteur
nombrilo	nombr.0ilo.KOMP	de		Zähler
nombrilo	nombr.0ilo.KOMP	en		counter
nombrilo	nombr.0ilo.TEK	fr		compteur
nombrilo	nombr.0ilo.TEK	de		Zähler
nombrilo	nombr.0ilo.TEK	en		meter
nombristo	nombr.0isto	NULL	NULL	NULL
nombristo	nombr.0isto.gxenerale	de		Zähler
nombristo	nombr.0isto.popol	fr		recenseur
nombristo	nombr.0isto.popol	en		enumerator
nombristo	nombr.0isto.popol	en		census-taker
nombristo	nombr.0isto.popol	de		Statistiker
nombristo	nombr.0isto.popol	de		Volkszähler
nombro	nombr.0o	fr		nombre
nombro	nombr.0o	en		number
nombro	nombr.0o.GRA	fr		nombre
nombro	nombr.0o.GRA	en		number
