regul;UV;regul
reĝim;PVEF;regxim
reĝisor;JED;regxis
rejs;JED;rejs
reklam;JED;reklam
rekomend;UV;rekome
rekompenc;UV;rekomp
rekord;JED;rekord
rekrut;UV;rekrut
rekt;UV;rekt
rektif;PVEF;rektif
rektor;JED;rektor
rektum;PVEF;rektum
rekviem;PVEF;rekvie
rekvizit;PVEF;rekvizit
rel;UV;rel
relajs;PVEF;relajs
relativ;JED;relati
relief;JED;relief
relikv;PVEF;relikv
rem;UV;rem
rembur;UV;rembur
remiz;JED;remiz
remont;JED;remont
rempar;UV;rempar
ren;UV;ren
rendevu;JED;rendev
renegat;JED;renega
renesanc;JED;renesa
renklod;PVEF;renklod
rent;UV;rent
reostat;PVEF;reosta
repetitor;PVEF;repetitor
reprezent;JED;reprezent
reps;PVEF;reps
respond;UV;respon
respons;PVEF;respons
rest;UV;rest
restaŭr;PVEF;restauxr
restitu;PVEF;restitu
restoraci;UV;restor
resum;PVEF;resum
ret;UV;ret
retin;JED;retin
retor;JED;retor
retorik;JED;retori
retort;JED;retort
reŭmatism;JED;reuxma
rev;UV;rev
revers;PVEF;revers
revizor;PVEF;revizo
revoluci;JED;revolu
revolver;JED;revolv
revu;JED;revu
rezed;JED;rezed
rezerv;UV;rezerv
rezid;PVEF;rezid
rezidu;PVEF;rezidu
rezign;JED;rezign
rezist;PVEF;rezist
rezoluci;JED;rezolu
rezolut;PVEF;rezolut
rezon;JED;rezon
rezult;JED;rezult
rezultat;JED;rezult1
rib;UV;rib
ribel;UV;ribel
ricev;UV;ricev
ricin;JED;ricin
rif;UV;rif
rifuĝ;UV;rifugx
rig;PVEF;rig
rigard;UV;rigard
rigid;UV;rigid
rigl;UV;rigl
rigor;JED;rigor
rikan;JED;rikan
rikolt;UV;rikolt
rikord;PVEF;rikord
rikur;PVEF;rikur
rilat;UV;rilat
rimed;UV;rimed
rimen;UV;rimen
rimors;PVEF;rimors
ring;UV;ring
rinocer;UV;rinoce
ripar;JED;ripar
ripet;UV;ripet
riproĉ;UV;riproc
risk;UV;risk
rism;JED;rism
rit;JED;rit
ritm;JED;ritm
rival;PVEF;rival
rivel;PVEF;rivel
river;UV;river
riverenc;UV;rivere
rivolu;PVEF;rivolu
riz;UV;riz
rizom;PVEF;rizom
rizot;PVEF;rizot
rob;JED;rob
robini;PVEF;robini
rod;UV;rod
rodi;PVEF;rodi
rododendr;PVEF;rodode
rojalism;PVEF;rojali
rojalist;PVEF;rojali1
rokok;JED;rokok
roman;JED;roman
romanc;JED;romanc
romantik;JED;romant
romantism;PVEF;romantism
romb;JED;romb
rond;UV;rond
rod;UV;rongx
ronk;UV;ronk
ros;UV;ros
rosmar;UV;rosmar
rosmaren;UV;rosmar1
rost;UV;rost
rot;UV;rot
rot;UV;rot1
rotaci;JED;rotaci
rozari;UV;rozari
rub;UV;rub
ruband;UV;ruband
ruben;UV;ruben
rubi;PVEF;rubi1
rubidi;JED;rubidi
rubl;JED;rubl
rubus;JED;rubus
ruf;PVEF;ruf
ruĝ;UV;rugx
rukt;UV;rukt
rul;UV;rul
rulet;PVEF;rulet
rum;UV;rum
ruman;JED;ruman
rumb;PVEF;rumb
rumb;PVEF;rumb1
rumeks;PVEF;rumeks
run;PVEF;run
rupi;PVEF;rupi
rus;JED;rus
rust;UV;rust
rusul;PVEF;rusul
ruŝ;JED;rusx
rut;JED;rut
rutin;JED;rutin
sabl;UV;sabl
sabr;JED;sabr
saduke;PVEF;saduke
safir;UV;safir
safran;UV;safran
sag;UV;sag
sagu;JED;sagu
saĝ;UV;sagx
sakr;UV;sakr
sakr;UV;sakr1
sakrament;JED;sakram
sakrilegi;JED;sakril
saks;JED;saks
saksofon;PVEF;saksof
sal;UV;sal
sal;UV;sal1
salajr;UV;salajr
salamandr;UV;salama
salat;UV;salat
sald;JED;sald
salik;UV;salik
salm;UV;salm
salon;UV;salon
salpetr;UV;salpet
salt;UV;salt
salut;UV;salut
salv;JED;salv
salvi;UV;salvi
sam;UV;sam
samari;PVEF;samari
sambuk;UV;sambuk
samovar;JED;samova
sandal;JED;sandal
sandr;JED;sandr
sandviĉ;PVEF;sandvicx
sang;UV;sang
sangvin;JED;sangvi
sanitar;PVEF;sanita
sankt;UV;sankt
santal;JED;santal
sap;UV;sap
sapind;PVEF;sapind
sapot;PVEF;sapot
saraband;PVEF;saraband
sarafan;PVEF;sarafan
sard;PVEF;sard
sardin;JED;sardin
sargas;PVEF;sargas
sark;UV;sark
sarkofag;JED;sarkof
satan;JED;satan
satelit;PVEF;sateli
saten;PVEF;saten
satirus;JED;satiru
satur;UV;satur
sature;PVEF;sature
saŭr;PVEF;sauxr
saŭrkraŭt;PVEF;sauxrk
sbir;PVEF;sbir
scen;JED;scen
scenografi;PVEF;scenografi
sceptr;UV;sceptr
sciur;UV;sciur
seanc;PVEF;seanc
seb;UV;seb
sed;UV;sed
sedativ;PVEF;sedativ
seg;UV;seg
segment;JED;segmen
seĝ;UV;segx
sejm;PVEF;sejm
sekant;PVEF;sekant
sekc;UV;sekc
sekci;JED;sekci
sekretari;UV;sekret1
seks;UV;seks
sekst;JED;sekst
sekstant;PVEF;seksta
sekstet;PVEF;sekstet
sekt;JED;sekt
sektor;JED;sektor
sekulariz;JED;sekula
sekular;PVEF;sekular
sekund;UV;sekund
sekundant;JED;sekund1
sekv;UV;sekv
sekvenc;PVEF;sekvenc
sekvestr;PVEF;sekvestr
sel;UV;sel
selen;JED;selen
sem;UV;sem
semafor;JED;semafo
semestr;PVEF;semestr
seminari;JED;semina
semperviv;PVEF;semper
sen;UV;sen
sen;UV;sen1
senat;JED;senat
senc;UV;senc
send;UV;send
seneci;PVEF;seneci
senes;PVEF;senes
sensaci;JED;sensac1
sensualism;PVEF;sensua
sentenc;UV;senten
sep;UV;sep
sepal;PVEF;sepal
separ;PVEF;separ
sepi;UV;sepi
seps;PVEF;seps
sept;PVEF;sept
sept;PVEF;sept1
septembr;PVEF;septem
septim;PVEF;septim
ser;PVEF;ser
serajl;JED;serajl
serasalm;PVEF;serasalm
serb;JED;serb
serĉ;UV;sercx
seren;JED;seren
serenad;JED;serena
serĝ;PVEF;sergx
serĝent;UV;sergxe
seri;UV;seri
seroz;PVEF;seroz
serpent;UV;serpen
serum;PVEF;serum
serv;UV;serv
serval;PVEF;serval
servic;UV;servic
servil;PVEF;servil
servut;UV;servut
sesterc;PVEF;sesterc
sever;UV;sever
sevrug;JED;sevrug
sezam;PVEF;sezam
sfagn;PVEF;sfagn
sfer;JED;sfer
sfinks;JED;sfinks
sfinkter;JED;sfinkt
Siberi;JED;siberi
sibl;UV;sibl
sid;UV;sid
siest;PVEF;siest
sifilis;JED;sifili
sifon;JED;sifon
sigl;PVEF;sigl
signal;UV;signal
signif;UV;signif
sikomor;PVEF;sikomo
silab;UV;silab
silen;PVEF;silen
silent;UV;silent
silf;PVEF;silf
silic;PVEF;silic
silik;UV;silik
silikv;PVEF;silikv
silk;UV;silk
silogism;JED;silogi
siluet;JED;siluet
silur;UV;silur
siluri;PVEF;siluri
silvi;UV;silvi
simbol;JED;simbol
simetri;JED;simetr
simfoni;JED;simfon
simi;UV;simi
simoni;PVEF;simoni
simpati;JED;simpat
simpl;UV;simpl
simul;PVEF;simul
simultan;PVEF;simultan
sin;PVEF;sin
sinagog;JED;sinago
sinap;JED;sinap
sincer;UV;sincer
sindik;JED;sindik
sindikat;JED;sindik1
singular;PVEF;singul
singult;UV;singul1
sinkop;JED;sinkop
sinkron;PVEF;sinkron
sinod;JED;sinod
sinonim;JED;sinoni
sinopl;PVEF;sinopl
sinoptik;JED;sinopt
sintaks;JED;sintak
sinus;JED;sinus
sinus;JED;sinus1
siren;JED;siren
siring;UV;siring
sirok;PVEF;sirok
sirop;UV;sirop
sism;PVEF;sism
sismograf;PVEF;sismog
sistem;JED;sistem
sistol;PVEF;sistol
sit;PVEF;sit
sitel;UV;sitel
situ;PVEF;situ
situaci;UV;situac
skabel;PVEF;skabel
skaben;JED;skaben
skabi;UV;skabi
skabioz;PVEF;skabio
skadr;UV;skadr
skafandr;PVEF;skafandr
skal;UV;skal
skalen;PVEF;skalen
skalp;JED;skalp
skalpel;PVEF;skalpe
skand;PVEF;skand
skandal;JED;skanda
skandi;JED;skandi
skandinav;JED;skandinav
skapol;UV;skapol
skapulari;PVEF;skapulari
skarab;UV;skarab
skarif;PVEF;skarif
skarlat;UV;skarla
skarlatin;JED;skarla1
skat;JED;skat
skatol;UV;skatol
skelet;JED;skelet
skem;JED;skem
skerc;JED;skerc
skerm;UV;skerm
ski;PVEF;ski
skink;PVEF;skink
skirp;PVEF;skirp
skism;JED;skism
skist;PVEF;skist
skiz;UV;skiz
skleroz;PVEF;sklero
skol;PVEF;skol
skolop;UV;skolop
skolopendr;JED;skolop1
skorbut;UV;skorbu
skori;JED;skori
skorpen;PVEF;skorpen
skorpi;UV;skorpi
skorzoner;JED;skorzo
skot;JED;skot
skrap;UV;skrap
skrofol;UV;skrofo
skrofulari;PVEF;skrofu
skrot;PVEF;skrot
sku;UV;sku
skulpt;UV;skulpt
skun;JED;skun
skval;PVEF;skval
skvam;UV;skvam
skvar;PVEF;skvar
slang;JED;slang
slav;JED;slav
slip;PVEF;slip
slovak;PVEF;slovak
smerald;UV;smeral
smirg;JED;smirg
sobr;UV;sobr
soci;JED;soci
societ;UV;societ
sociolog;JED;sociol
sociologi;JED;sociol1
sof;UV;sof
sofism;JED;sofism
sofist;PVEF;sofist
sofor;PVEF;sofor
soif;UV;soif
sokl;JED;sokl
solan;PVEF;solan
sold;PVEF;sold
soldat;UV;soldat
sole;JED;sole
solecism;JED;soleci
solen;UV;solen
solid;JED;solid
solidar;JED;solida
solidag;PVEF;solidag
solist;JED;solist
soliter;JED;soliter
solstic;PVEF;solsti
solv;UV;solv
solvent;JED;solven
somateri;PVEF;somateri
somer;UV;somer
somnambul;JED;somnam
sonat;JED;sonat
sond;JED;sond
sonĝ;UV;songx
sonor;UV;sonor
sopran;UV;sopran
sorb;UV;sorb
sorĉ;UV;sorcx
sorg;PVEF;sorg
sorik;UV;sorik
sorp;UV;sorp
sovaĝ;UV;sovagx
sozi;PVEF;sozi
spac;UV;spac
spad;JED;spad
spahi;PVEF;spahi
spasm;JED;spasm
spec;UV;spec
special;JED;specia
specif;JED;specif
specifik;PVEF;specifik
spegul;UV;spegul
spektakl;JED;spekta
spektator;PVEF;spektator
spektr;JED;spektr
spektroskop;PVEF;spektroskop
spekulaci;JED;spekul1
spekulativ;JED;spekul2
sperm;JED;sperm
spes;PVEF;spes
spic;UV;spic
spik;UV;spik
spil;PVEF;spil
spin;UV;spin
spin;UV;spin2
spinac;UV;spinac
spindel;JED;spinde
spinet;PVEF;spinet
spion;UV;spion
spir;UV;spir
spiral;JED;spiral
spire;PVEF;spire
spirit;UV;spirit
spiritist;PVEF;spirit2
spiritual;PVEF;spiritual
spiritualism;PVEF;spiritual
spit;UV;spit
splen;JED;splen
splint;PVEF;splint
splis;PVEF;splis
split;JED;split
sponde;JED;sponde
spong;UV;spong
spontane;PVEF;sponta1
spor;PVEF;spor
sporad;JED;sporad
sprit;UV;sprit
spron;UV;spron
sprot;JED;sprot
spur;PVEF;spur
stab;UV;stab
stafet;PVEF;stafet
staj;PVEF;staj
stak;PVEF;stak
stal;UV;stal
stalagmit;JED;stalag
stalaktit;JED;stalak
stamen;PVEF;stamen
stampf;PVEF;stamf
stamin;JED;stamin
stamp;UV;stamp
stan;UV;stan
standard;UV;standa
stang;UV;stang
stapl;PVEF;stapl
star;UV;star
stat;UV;stat
statik;JED;statik
stativ;PVEF;stativ
statu;JED;statu
statur;JED;statur
stearin;JED;steari
stel;UV;stel
stelari;PVEF;stelari
stele;PVEF;stele
stenografi;JED;stenog1
step;UV;step
stereografi;JED;stereo
stereometri;JED;stereo1
stereoskop;JED;stereo2
stereotip;JED;stereo3
stereogram;PVEF;stereogram
steril;PVEF;steril
steriliz;PVEF;steriliz
sterled;UV;sterle
sterling;JED;sterli
stern;UV;stern
sternum;PVEF;sternu
stertor;UV;sterto
stetoskop;PVEF;stetoskop
steven;PVEF;steven
stigm;PVEF;stigm
stigmat;PVEF;stigmat
stik;PVEF;stik
stil;UV;stil
stilistik;JED;stilis
stilz;PVEF;stilz
stipendi;JED;stipen
stirak;PVEF;stirak
stof;UV;stof
stoik;JED;stoik
stok;PVEF;stok
stomak;UV;stomak
stomp;PVEF;stomp
stop;PVEF;stop
stopl;PVEF;stopl
strab;UV;strab
strang;UV;strang
strangol;PVEF;strang1
stras;PVEF;stras
strategi;JED;strate
stratum;PVEF;stratum
stratus;PVEF;stratus
strek;UV;strek
streptokok;PVEF;streptokok
stri;UV;stri
strigl;JED;strigl
strik;UV;strik
striknin;JED;strikn
strikt;PVEF;strikt
string;PVEF;string
strobil;PVEF;strobi
strofoid;PVEF;strofo
stronci;JED;stronci
struktur;JED;strukt
strut;UV;strut
stuf;JED;stuf
stuk;UV;stuk
stult;JED;stult
stump;JED;stump
stup;UV;stup
stupor;PVEF;stupor
sturg;UV;sturg
sturm;PVEF;sturm
sturn;UV;sturn
sub;UV;sub
subaltern;JED;subalt
subit;UV;subit
subjektiv;JED;subjek1
subjunktiv;JED;subjun
sublim;PVEF;sublim
sublim;PVEF;sublim1
sublimat;UV;sublim2
substantiv;UV;substa1
substitu;JED;substi
subtil;JED;subtil
subtrah;JED;subtra
subvenci;JED;subven
suĉ;UV;sucx
sud;UV;sud
sufer;UV;sufer
sufiks;JED;sufiks
suflor;JED;suflor
sufok;UV;sufok
sufragan;JED;sufrag
sugesti;JED;sugest1
suk;UV;suk
sukcen;UV;sukcen
sukces;UV;sukces
suker;UV;suker
sukub;PVEF;sukub
sulf;PVEF;sulf
sulfur;UV;sulfur
sulk;UV;sulk
sultan;JED;sultan
sup;UV;sup
superlativ;JED;superl
superstiĉ;UV;supers
suplement;PVEF;suplem
supr;UV;supr
sur;UV;sur1
surfac;PVEF;surfac
surogat;JED;suroga
surplis;JED;surpli
surtut;UV;surtut
suspekt;UV;suspek
susur;PVEF;susur
sutan;JED;sutan
sutur;PVEF;sutur
suveren;JED;suvere
svarm;JED;svarm
sved;JED;sved
sven;UV;sven
sving;UV;sving
svis;JED;svis
ŝablon;PVEF;sxablo
ŝaf;UV;sxaf
ŝah;JED;sxah
ŝak;UV;sxak
ŝakal;UV;sxakal
ŝakr;PVEF;sxakr
ŝakt;JED;sxakt
ŝal;UV;sxal
ŝalm;UV;sxalm
ŝalup;JED;sxalup
ŝam;UV;sxam
ŝanc;JED;sxanc
ŝancel;UV;sxance
ŝanel;PVEF;sxanel
ŝankr;JED;sxankr
ŝarad;JED;sxarad
ŝarg;UV;sxarg
ŝarĝ;UV;sxargx
ŝark;UV;sxark
ŝaŭm;UV;sxauxm
ŝed;PVEF;sxed
ŝejk;PVEF;sxejk
ŝekel;PVEF;sxekel
ŝel;UV;sxel
ŝelak;PVEF;sxelak
ŝelk;UV;sxelk
ŝenopraz;PVEF;sxenop
ŝer;PVEF;sxer
ŝerc;UV;sxerc
ŝerif;PVEF;sxerif
ŝibolet;PVEF;sxibolet
ŝiling;JED;sxilin
ŝim;UV;sxim
ŝind;UV;sxind
ŝink;UV;sxink
ŝip;UV;sxip
ŝir;UV;sxir
ŝirm;UV;sxirm
ŝkot;PVEF;sxkot
ŝlos;UV;sxlos
ŝnur;UV;sxnur
ŝogun;PVEF;sxogun
ŝok;PVEF;sxok
ŝose;PVEF;sxose
ŝot;PVEF;sxot
ŝovel;UV;sxovel
ŝovinism;JED;sxovin
ŝovinist;PVEF;sxovin1
ŝpin;UV;sxpin
ŝpruc;UV;sxpruc
ŝrapnel;JED;sxrapn
ŝraŭb;UV;sxraux
ŝrot;PVEF;sxrot
ŝtal;UV;sxtal
ŝtat;UV;sxtat
ŝtel;UV;sxtel
ŝtern;PVEF;sxtern
ŝtip;UV;sxtip
ŝtof;UV;sxtof
ŝtop;UV;sxtop
ŝtorm;PVEF;sxtorm
ŝtrump;UV;sxtrum
ŝtud;PVEF;sxtud
ŝtup;UV;sxtup
ŝuld;UV;sxuld
ŝultr;UV;sxultr
ŝunt;PVEF;sxunt
ŝut;UV;sxut
ŝveb;PVEF;sxveb
taban;UV;taban
tabel;UV;tabel
tabernakl;PVEF;tabern
tabl;UV;tabl
tablojd;PVEF;tablojd
tabul;UV;tabul
taburet;JED;tabure
taĉment;UV;tacxme
tadorn;PVEF;tadorn
tajd;JED;tajd
tajlor;UV;tajlor
takel;PVEF;takel
taks;UV;taks
taksus;JED;taksus
takt;JED;takt
taktik;JED;taktik
talar;JED;talar
talent;UV;talent
taler;JED;taler
talar;JED;taler
tali;UV;tali
tali;UV;tali2
talium;JED;tali2
talisman;JED;talism
talk;JED;talk
tamarind;JED;tamari
tamarik;PVEF;tamari1
tambur;UV;tambur
tamburin;JED;tambur1
tamen;UV;tamen
tamtam;JED;tamtam
tan;UV;tan
tanacet;PVEF;tanacet
tandem;JED;tandem
tang;PVEF;tang
tangent;JED;tangen
tanĝ;PVEF;tangx
tanin;JED;tanin
tantiem;JED;tantie
tapet;UV;tapet
tapir;PVEF;tapir
tapiŝ;UV;tapisx
tar;JED;tar1
tarantel;JED;tarant
tarantul;JED;tarant1
tarok;JED;tarok
tartan;PVEF;tartan
tas;UV;tas
tatar;JED;tatar
tatu;JED;tatu
taŭg;UV;tauxg
taŭr;PVEF;tauxr
taŭtologi;PVEF;tauxto
taŭz;PVEF;tauxz
tavol;UV;tavol
teatr;JED;teatr
ted;UV;ted
tegment;UV;tegmen
tegol;JED;tegol
teknik;JED;tehxnik
teknologi;JED;tehxnologi
teism;JED;teism
teist;JED;teist
tek;PVEF;tek
teks;UV;teks
tekst;JED;tekst
tekton;PVEF;tekton
tekton;PVEF;tekton1
telefon;JED;telefo
telefoni;PVEF;telefoni
telegraf;JED;telegr
telegram;PVEF;telegr1
telegrafi;PVEF;telegrafi
telemetr;PVEF;telemetr
telepati;JED;telepa
teler;UV;teler
teleskop;JED;telesk
telur;JED;telur
tem;UV;tem
temperament;JED;temper
temperatur;JED;temper1
tempi;UV;tempi
templ;JED;templ
tenajl;PVEF;tenajl
tenden;UV;tenden
tendenc;JED;tenden1
tendr;JED;tendr
tener;PVEF;tener
teni;JED;teni
tenor;JED;tenor
tensi;PVEF;tensi
tent;UV;tent
teodolit;PVEF;teodolit
teokrati;JED;teokra
teolog;PVEF;teolog
teologi;JED;teolog1
teorb;PVEF;teorb
teori;JED;teori
teozofi;PVEF;teozof
terapeŭtik;JED;terape
terapi;JED;terapi
teras;UV;teras
teratologi;PVEF;terato
terci;JED;terci
terciar;PVEF;tercia
terebint;UV;terebi
teren;PVEF;teren
teriak;PVEF;teriak
teritori;JED;terito
term;PVEF;term
term;PVEF;term1
termin;UV;termin
terminali;PVEF;terminali
termit;JED;termit
termometr;JED;termom
tern;UV;tern
terur;UV;terur
testament;UV;testam
tetan;UV;tetan
tetr;UV;tetr
tetra;UV;tetra
tetraedr;PVEF;tetraedr
tetra;UV;tetraon
teŭg;PVEF;teuxg
teŭton;PVEF;teuxton
tez;UV;tez
tia;UV;tia
tial;UV;tial
tiam;UV;tiam
tiar;JED;tiar
tibi;UV;tibi
tie;UV;tie
tiel;UV;tiel
ties;JED;ties
tif;JED;tif
tifon;PVEF;tifon
tigr;UV;tigr
tik;PVEF;tik
tik;PVEF;tik1
tikl;UV;tikl
tiktak;PVEF;tiktak
tili;UV;tili
tim;UV;tim
timian;UV;timian
timon;UV;timon
timpan;PVEF;timpan
timus;PVEF;timus
tin;JED;tin
tin;JED;tin2
tindr;JED;tindr
tink;JED;tink
tinktur;JED;tinktu
tint;UV;tint
tin;JED;tinus
tio;UV;tio
tiom;UV;tiom
tip;JED;tip
tipografi;PVEF;tipogr
tipul;PVEF;tipul
tir;UV;tir
tiran;JED;tiran
tiroid;PVEF;tiroid
tirs;PVEF;tirs
titan;JED;titan
titan;JED;titan1
titol;UV;titol
titr;PVEF;titr
tiu;UV;tiu
tizan;PVEF;tizan
toast;PVEF;toast
toks;PVEF;toks
tol;UV;tol
toler;UV;toler
toluen;PVEF;toluen
tomat;JED;tomat
tombak;UV;tombak
tomism;PVEF;tomism
ton;UV;ton
tond;UV;tond
tondr;UV;tondr
tonel;PVEF;tonel
tonik;PVEF;tonik
tonik;PVEF;tonik1
tonsil;PVEF;tonsil
tonsur;JED;tonsur
top;PVEF;top
topaz;UV;topaz
topografi;JED;topogr
topologi;PVEF;topolo
tor;PVEF;tor
torak;PVEF;torak
torĉ;UV;torcx
tord;UV;tord
toreador;JED;toread
torent;JED;torent
torf;UV;torf
tori;JED;tori
torn;UV;torn
tornistr;UV;tornis
torped;JED;torped
tors;JED;tors
toskan;PVEF;toskan
tost;JED;tost
tra;UV;tra
trab;UV;trab
tradici;JED;tradic
traduk;UV;traduk
tragelaf;PVEF;tragelaf
tragik;PVEF;tragik
tragikomedi;PVEF;tragik1
tragopog;PVEF;tragopog
trake;PVEF;trahxe
trajektori;JED;trajek
trajn;PVEF;trajn
trajt;UV;trajt
trakt;UV;trakt
traktori;PVEF;trakto1
tram;JED;tram
tranĉ;UV;trancx
tranĉe;JED;trancx1
trankvil;UV;trankv
trans;UV;trans
transakci;PVEF;transa
transcend;JED;transc
transformator;PVEF;transf
transitiv;PVEF;transi1
translaci;PVEF;transl
transvers;PVEF;transv
trap;PVEF;trap
trapez;JED;trapez
traŭm;PVEF;trauxmat
travertin;PVEF;travertin
travesti;JED;traves
tre;UV;tre
tred;PVEF;tred
tref;UV;tref
trem;UV;trem
trema;PVEF;trema
tremol;UV;tremol
tremp;UV;tremp
tren;UV;tren
trezor;UV;trezor
trias;PVEF;trias
tribord;PVEF;tribor
tribunal;JED;tribun1
tribun;UV;tribunus
tricikl;JED;tricik
tridakn;PVEF;tridakn
trigl;PVEF;trigl
trigonometri;JED;trigon
triĥin;PVEF;trihxi
trik;UV;trik
trikot;UV;trikot
triktrak;PVEF;triktrak
trilion;PVEF;trilion
trimestr;PVEF;trimestr
tring;PVEF;tring
trink;UV;trink
triolet;PVEF;triole
trip;UV;trip
triptik;PVEF;tripti
trit;PVEF;trit
tritik;UV;tritik
triton;PVEF;triton
triumf;JED;triumf
tro;UV;tro
trubadur;PVEF;trobad
trog;UV;trog
troglodit;PVEF;troglo
troglodit;PVEF;troglo1
troke;JED;troke
tromb;UV;tromb
trombon;JED;trombo
tromp;UV;tromp
tron;UV;tron
trop;JED;trop
tropeol;PVEF;tropeol
tropik;UV;tropik
trot;UV;trot
trotuar;UV;trotua
trud;UV;trud
truf;UV;truf
trul;UV;trul
trumpet;UV;trumpe
trup;PVEF;trup
trust;JED;trust
trut;UV;trut
tuber;UV;tuber
tuberkuloz;JED;tuberk
tuberkul;JED;tuberk1
tubj;PVEF;tubj
tuf;UV;tuf
tuj;UV;tuj
tuj;UV;tuj1
tulip;UV;tulip
tumor;PVEF;tumor
tumult;UV;tumult
tun;PVEF;tun
tundr;PVEF;tundr
tunik;JED;tunik
tur;UV;tur
turb;JED;turb
turban;UV;turban
turbin;JED;turbin
turd;UV;turd
turism;PVEF;turism
turist;PVEF;turist
turk;JED;turk
turkis;UV;turkis
turment;UV;turmen
turn;UV;turn
turnir;UV;turnir
turt;UV;turt
tus;UV;tus
tusilag;PVEF;tusila
tuŝ;UV;tusx
ukaz;JED;ukaz
ukrain;PVEF;ukrajn
ulan;JED;ulan
uleks;PVEF;uleks
ulem;PVEF;ulem
ulm;UV;ulm
ultramar;JED;ultram
ultraviol;PVEF;ultraviol
ulul;PVEF;ulul
umbel;PVEF;umbel
umbelifer;PVEF;umbelifer
umbilik;UV;umbili
uni;PVEF;uni
uniform;UV;unifor
unison;PVEF;unison
univers;UV;univer
universal;UV;univer1
universitat;UV;univer2
unkt;PVEF;unkt
upup;JED;upup
uragan;JED;uragan
urani;PVEF;urani
urb;UV;urb
ureter;PVEF;ureter
urĝ;JED;urgx
uri;PVEF;uri
urin;UV;urin
urn;UV;urn
urogal;UV;urogal
urs;UV;urs
urtik;UV;urtik
ustilag;PVEF;ustilag
util;UV;util
utopi;JED;utopi
uvertur;JED;uvertu
uvul;PVEF;uvul
uzin;PVEF;uzin
uzur;PVEF;uzur
uzurp;UV;uzurp
uzurpator;PVEF;uzurpator
vad;JED;vad
vafl;UV;vafl
vagin;PVEF;vagin
vagon;UV;vagon
vak;JED;vak
vakcin;PVEF;vakcin
vakcini;UV;vakcin1
vaks;UV;vaks
vaku;PVEF;vaku
valent;PVEF;valent
valerian;JED;valerian
valid;JED;valid
valiz;UV;valiz
valor;JED;valor
vals;UV;vals
valut;PVEF;valut
valv;JED;valv
vampir;JED;vampir
van;UV;van
vanadi;JED;vanad
vandal;JED;vandal
vanel;JED;vanel
vang;UV;vang
vanil;UV;vanil
vant;UV;vant
vant;UV;vant1
vapor;UV;vapor
varan;PVEF;varan
varang;PVEF;varang
varb;UV;varb
varf;PVEF;varf
vari;JED;vari
variaci;PVEF;variac
variant;PVEF;varian
varik;PVEF;varik
variol;UV;variol
varp;PVEF;varp
vart;UV;vart
vasal;UV;vasal
vask;PVEF;vask
vask;PVEF;vask1
vast;UV;vast
vat;UV;vat
Vatikan;JED;vatikan
vazelin;JED;vazeli
veft;PVEF;veft
veget;UV;veget
vegetal;PVEF;vegeta
vegetar;JED;vegeta2
vejn;UV;vejn
vek;UV;vek
vekt;UV;vekt
vektor;PVEF;vektor
velen;UV;velen
velk;UV;velk
velociped;JED;veloci
velur;UV;velur
vend;UV;vend
venen;UV;venen
venĝ;UV;vengx
venk;UV;venk
vent;UV;vent
ventol;UV;ventol
vepr;PVEF;vepr
ver;UV;ver
verand;JED;verand
veratr;PVEF;veratr
verb;UV;verb
verbask;PVEF;verbask
verben;JED;verben
verdigr;UV;verdig
verdikt;JED;verdik
verg;UV;verg
verk;UV;verk
vermut;JED;vermut
vernier;PVEF;vernier
veronik;PVEF;veronik1
verst;UV;verst
vertebr;UV;verteb
veruk;UV;veruk
verv;JED;verv
vesel;PVEF;vesel
vesp;UV;vesp
vesper;UV;vesper
vespert;UV;vesper1
vespr;PVEF;vespr
vestibl;UV;vestib
veŝt;UV;vesxt
veter;UV;veter
veteran;JED;vetera
veterinar;JED;veteri
vetur;UV;vetur
vezik;UV;vezik
vezir;UV;vezir
viadukt;JED;viaduk
viand;UV;viand
viatik;PVEF;viatik
vibr;JED;vibr
vibri;PVEF;vibri
viburn;UV;viburn
vic;UV;vic
vici;JED;vici
vidv;UV;vidv
vigl;UV;vigl
vikari;UV;vikari
vil;UV;vil
vilaĝ;UV;vilagx
vimen;PVEF;vimen
vin;UV;vin
vinagr;UV;vinagr
vind;UV;vind
vindas;PVEF;vindas
vink;JED;vink
vinkt;JED;vinkt
vintr;UV;vintr
viol;UV;viol
violon;UV;violon
violonĉel;UV;violon1
vipur;UV;vipur
viper;JED;vipur
vir;UV;vir
virg;UV;virg
virt;UV;virt
virtual;PVEF;virtua
virtuoz;UV;virtuo
virus;PVEF;virus
viscer;PVEF;viscer
visk;JED;visk
viski;JED;viski
viskoz;PVEF;viskoz
viskoz;PVEF;viskoz1
viŝ;UV;visx
vit;PVEF;vit
vitr;UV;vitr
vitriol;UV;vitrio
viver;PVEF;viver
vivisekci;PVEF;vivise
viz;JED;viz
vizaĝ;UV;vizagx
vizi;JED;vizi
vizier;UV;vizier
vodevil;PVEF;vodevi
vojevod;JED;vojevod
vok;UV;vok
vokal;UV;vokal
vokativ;JED;vokati
vokt;PVEF;vokt
voltmetr;PVEF;voltmetr
volumen;JED;volume
volupt;UV;volupt
volut;PVEF;volut
volv;UV;volv
vom;UV;vom
vomit;PVEF;vomit
vortic;PVEF;vortic
vost;UV;vost
vot;PVEF;vot
vual;UV;vual
vulgar;JED;vulgar
vulkan;UV;vulkan
