# mrk	kap	num	dos	ind	trd
gvaran.0o	gvarano		NULL	NULL	NULL
gvaran.0o.KUI	gvarano		NULL	NULL	NULL
gvardi.0o	gvardio		NULL	NULL	NULL
gvardi.0o.MIL_elita_gardistaro	gvardio	2	NULL	Leibgarde	
gvardi.0o.MIL_elita_gardistaro	gvardio	2	NULL	Leibstandarte	
gvardi.0o.MIL_gardistaro	gvardio	1	NULL	Garde	
gvardi.antaux0o	antaŭgvardio		NULL	Vortrupp	
gvardi.antaux0o	antaŭgvardio		NULL	Vorhut	
gvardi.antaux0o	antaŭgvardio		NULL	Vorausabteilung	
gvardi.antaux0o	antaŭgvardio		NULL	Garde	
gvardi.antaux0o.MIL	antaŭgvardio		NULL	Vortrupp	
gvardi.antaux0o.MIL	antaŭgvardio		NULL	Vorhut	
gvardi.antaux0o.MIL	antaŭgvardio		NULL	Vorausabteilung	
gvardi.antaux0o.MIL	antaŭgvardio		NULL	Garde	
gvardi.post0o	postgvardio		NULL	Nachtrupp	
gvardi.post0o	postgvardio		NULL	Nachhut	
gvardi.post0o.MIL	postgvardio		NULL	Nachtrupp	
gvardi.post0o.MIL	postgvardio		NULL	Nachhut	
gvat.0i	gvati		NULL	NULL	NULL
gvat.0i.dejxore	gvati	2	NULL	Wache	Wache schieben
gvat.0i.dejxore	gvati	2	NULL	wachen	
gvat.0i.dejxore	gvati	2	NULL	bewachen	
gvat.0i.dejxore	gvati	2	NULL	observieren	
gvat.0i.dejxore	gvati	2	NULL	aufklären	aufklären (observieren)
gvat.0i.sxtele	gvati	1	NULL	beobachten	heimlich beobachten
gvat.0i.sxtele	gvati	1	NULL	lauern	
gvat.0i.sxtele	gvati	1	NULL	belauern	
gvat.0i.sxtele	gvati	1	NULL	spannen	
gvat.0isto	gvatisto		NULL	Beobachter	
gvat.0isto	gvatisto		NULL	Beschatter	
gvat.0isto	gvatisto		NULL	Observierender	
gvat.0isto	gvatisto		NULL	Observant	
gvat.0isto	gvatisto		NULL	Wächter	
gvat.0isto.MIL	gvatisto		NULL	Beobachter	
gvat.0isto.MIL	gvatisto		NULL	Beschatter	
gvat.0isto.MIL	gvatisto		NULL	Observierender	
gvat.0isto.MIL	gvatisto		NULL	Observant	
gvat.0isto.MIL	gvatisto		NULL	Wächter	
gvatemal.G0o	Gvatemalo		oa_8	NULL	NULL
gvatemal.G0o.GEOG	Gvatemalo		oa_8	Guatemala	
gvatemal.g0a	gvatemala		NULL	guatemaltekisch	
gvatemal.g0ano	gvatemalano		NULL	Guatemalteke	
gvid.0a	gvida		NULL	führend	
gvid.0a	gvida		NULL	Orientierungs-	
gvid.0a.KOMUNE	gvida		NULL	führend	
gvid.0a.KOMUNE	gvida		NULL	Orientierungs-	
gvid.0i	gvidi		NULL	führen	
gvid.0i	gvidi		NULL	leiten	
gvid.0i.al_direkto	gvidi	1	NULL	führen	
gvid.0i.al_direkto	gvidi	1	NULL	leiten	
gvid.0i.konsile	gvidi	2	NULL	führen	
gvid.0i.konsile	gvidi	2	NULL	leiten	
gvid.0ilo	gvidilo		NULL	Leitfaden	Leitfaden (libro, principo, ŝnuro)
gvid.0ilo	gvidilo		NULL	Lenker	Lenker (stirilo)
gvid.0ilo.ilo	gvidilo	1	NULL	Leitfaden	Leitfaden (libro, principo, ŝnuro)
gvid.0ilo.ilo	gvidilo	1	NULL	Lenker	Lenker (stirilo)
gvid.0ilo.teksta	gvidilo	2	NULL	Leitfaden	Leitfaden (libro, principo, ŝnuro)
gvid.0ilo.teksta	gvidilo	2	NULL	Lenker	Lenker (stirilo)
gvid.0isto	gvidisto		NULL	NULL	NULL
gvid.0isto.KOMUNE	gvidisto		NULL	NULL	NULL
gvid.0o	gvido		NULL	Führung	
gvid.0o	gvidado		NULL	Führung	
gvid.0o	gvido		NULL	Leitung	
gvid.0o	gvidado		NULL	Leitung	
gvid.0o.KOMUNE	gvido		NULL	Führung	
gvid.0o.KOMUNE	gvidado		NULL	Führung	
gvid.0o.KOMUNE	gvido		NULL	Leitung	
gvid.0o.KOMUNE	gvidado		NULL	Leitung	
gvid.afer0anto	afergvidanto		NULL	Geschäftsführer	
gvid.afer0anto.EKON	afergvidanto		NULL	Geschäftsführer	
gvid.mis0a	misgvida		NULL	NULL	NULL
gvid.mis0a.KOMUNE	misgvida		NULL	NULL	NULL
gvid.mis0i	misgvidi		NULL	Irre	in die Irre führen
gvid.sin0i	sin gvidi		NULL	NULL	NULL
gvid.sin0i.gvidata	sin gvidi	2	NULL	leiten	sich leiten lassen
gvid.sin0i.trovi	sin gvidi	1	NULL	orientieren	sich orientieren
gvine.EkvatoraG0o	Ekvatora Gvineo		NULL	Äquatorialguinea	
gvine.EkvatoraG0o.GEOG	Ekvatora Gvineo		NULL	Äquatorialguinea	
gvine.G0o	Gvineo		oa_8	Guinea	
gvine.G0o.GEOG	Gvineo		oa_8	Guinea	
gvine.G0oBisauxo	Gvineo-Bisaŭo		NULL	Guinea-Bissau	
gvine.G0oBisauxo.GEOG	Gvineo-Bisaŭo		NULL	Guinea-Bissau	
gvine.NovG0o	Nov-Gvineo		NULL	NULL	NULL
gvine.NovG0o.GEOG	Nov-Gvineo		NULL	Neuguinea	
gvine.PapuoNovG0o	Papuo-Nov-Gvineo		NULL	NULL	NULL
gvine.PapuoNovG0o.sxtato	Papuo-Nov-Gvineo		NULL	Papua-Neuguinea	
gx.0	ĝo		oa_7	NULL	NULL
gxajn.0ismo	ĝajnismo		NULL	Jainismus	
gxajn.0ismo	ĝajnismo		NULL	Jinismus	
gxajn.0ismo.REL	ĝajnismo		NULL	Jainismus	
gxajn.0ismo.REL	ĝajnismo		NULL	Jinismus	
gxajn.0o	ĝajno		NULL	Jaina	
gxajn.0o.REL	ĝajno		NULL	Jaina	
gxajpur.0o	Ĝajpuro		NULL	Jaipur	
gxakart.0o	Ĝakarto		NULL	Jakarta	
gxakart.0o.GEOG	Ĝakarto		NULL	Jakarta	
gxanga.0o	ĝangalo		NULL	Dschungel	
gxanga.0o.FIG	ĝangalo	2	NULL	Dschungel	
gxanga.0o.GEOG	ĝangalo	1	NULL	Dschungel	
gxarde.0a	ĝardena		NULL	Garten-	
gxarde.0a.HOR	ĝardena		NULL	Garten-	
gxarde.0isto	ĝardenisto		NULL	Gärtner	
gxarde.0isto.HOR	ĝardenisto		NULL	Gärtner	
gxarde.0umi	ĝardenumi		NULL	NULL	NULL
gxarde.0umi.HORT	ĝardenumi		NULL	NULL	NULL
gxarde.0urbo	ĝardenurbo		NULL	Gartenstadt	
gxarde.0urbo.ARKI	ĝardenurbo		NULL	Gartenstadt	
gxarde.besto0o	bestoĝardeno		NULL	Zoo	
gxarde.besto0o	zoologia ĝardeno		NULL	Zoo	
gxarde.besto0o	bestoĝardeno		NULL	zoologischer Garten	
gxarde.besto0o	zoologia ĝardeno		NULL	zoologischer Garten	
gxarde.besto0o	bestoĝardeno		NULL	Tiergarten	
gxarde.besto0o	zoologia ĝardeno		NULL	Tiergarten	
gxarde.besto0o	bestoĝardeno		NULL	Forstgehege	
gxarde.besto0o	zoologia ĝardeno		NULL	Forstgehege	
gxarde.besto0o.TUR	bestoĝardeno		NULL	Zoo	
gxarde.besto0o.TUR	zoologia ĝardeno		NULL	Zoo	
gxarde.besto0o.TUR	bestoĝardeno		NULL	zoologischer Garten	
gxarde.besto0o.TUR	zoologia ĝardeno		NULL	zoologischer Garten	
gxarde.besto0o.TUR	bestoĝardeno		NULL	Tiergarten	
gxarde.besto0o.TUR	zoologia ĝardeno		NULL	Tiergarten	
gxarde.besto0o.TUR	bestoĝardeno		NULL	Forstgehege	
gxarde.besto0o.TUR	zoologia ĝardeno		NULL	Forstgehege	
gxarde.flor0o	florĝardeno		NULL	Blumengarten	
gxarde.flor0o.HOR	florĝardeno		NULL	Blumengarten	
gxarde.frukto0o	fruktoĝardeno		NULL	Obstgarten	
gxarde.frukto0o.HOR	fruktoĝardeno		NULL	Obstgarten	
gxarde.infan0o	infanĝardeno		NULL	NULL	NULL
gxarde.infan0o.PED	infanĝardeno		NULL	NULL	NULL
gxarde.legom0o	legomĝardeno		NULL	Gemüsegarten	
gxarde.legom0o.HOR	legomĝardeno		NULL	Gemüsegarten	
gxarde.plezur0o	plezurĝardeno		NULL	NULL	NULL
gxarde.plezur0o.HOR	plezurĝardeno		NULL	NULL	NULL
gxarde.publika0o	publika ĝardeno		NULL	NULL	NULL
gxarde.publika0o.HOR	publika ĝardeno		NULL	NULL	NULL
gxarde.stud0o	studĝardeno		NULL	Garten	botanischer Garten
gxarde.stud0o	eksperimentĝardeno		NULL	Garten	botanischer Garten
gxarde.stud0o	botanika ĝardeno		NULL	Garten	botanischer Garten
gxarde.stud0o.HOR	studĝardeno		NULL	Garten	botanischer Garten
gxarde.stud0o.HOR	eksperimentĝardeno		NULL	Garten	botanischer Garten
gxarde.stud0o.HOR	botanika ĝardeno		NULL	Garten	botanischer Garten
gxarde.vintra0o	vintra ĝardeno		NULL	NULL	NULL
gxarde.vintra0o	vintroĝardeno		NULL	NULL	NULL
gxarde.vintra0o.HOR	vintra ĝardeno		NULL	NULL	NULL
gxarde.vintra0o.HOR	vintroĝardeno		NULL	NULL	NULL
gxarkand.0o	Ĝarkando		NULL	NULL	NULL
gxarkand.0o.GEOG	Ĝarkando		NULL	NULL	NULL
gxarter.0o	ĝartero		NULL	Strumpfband	
gxarter.0o.TEKS	ĝartero		NULL	Strumpfband	
gxatak.0o	ĝatako		NULL	NULL	NULL
gxatak.0o.BUD	ĝatako		NULL	NULL	NULL
gxav.0o	Ĝavo		NULL	Java	Java (Prog.-sprache)
gxav.0o	Javo		NULL	Java	Java (Prog.-sprache)
gxelab.0o	ĝelabo		NULL	Djellaba	
gxelab.0o.TEKS	ĝelabo		NULL	Djellaba	
gxem.0i	ĝemi		NULL	NULL	NULL
gxem.0i.FIG	ĝemi	2	NULL	seufzen	
gxem.0i.vocxi	ĝemi	1	NULL	stöhnen	
gxem.0i.vocxi	ĝemi	1	NULL	ächzen	
gxem.0istino	ĝemistino		NULL	NULL	NULL
gxem.0istino.FUN	ĝemistino		NULL	NULL	NULL
gxem.0o	ĝemo		NULL	NULL	NULL
gxem.0o.neparola	ĝemo		NULL	NULL	NULL
gxem.dolor0i	dolorĝemi		NULL	NULL	NULL
gxem.dolor0i.pro_doloro	dolorĝemi		NULL	NULL	NULL
gxem.ek0i	ekĝemi		NULL	NULL	NULL
gxem.ek0i.suspiri	ekĝemi	2	NULL	NULL	NULL
gxem.ek0i.vocxi	ekĝemi	1	NULL	NULL	NULL
gxem.plor0i	plorĝemi		NULL	NULL	NULL
gxem.plor0i.plori	plorĝemi		NULL	NULL	NULL
gxem.sopir0i	sopirĝemi		NULL	NULL	NULL
gxem.sopir0i.suspiri	sopirĝemi		NULL	NULL	NULL
gxemel.0o	ĝemelo		oa_4	Zwilling	
gxemel.0o	ĝemelo		oa_4	Zwilling	
gxemel.0o.dunaskito	ĝemelo		oa_4	Zwilling	
gxemel.0o.dunaskito	ĝemelo		oa_4	Zwilling	
gxemel.Gx0oj	Ĝemeloj		NULL	Gemini	
gxemel.Gx0oj	Ĝemeloj		NULL	Zwillinge	
gxemel.Gx0oj.stelfiguro	Ĝemeloj		NULL	Gemini	
gxemel.Gx0oj.stelfiguro	Ĝemeloj		NULL	Zwillinge	
gxen.0a	ĝena		NULL	störend	
gxen.0a.maloportuna	ĝena		NULL	störend	
gxen.0ajxo	ĝenaĵo		NULL	Störung	
gxen.0ajxo	ĝeno		NULL	Störung	
gxen.0ajxo	ĝenaĵo		NULL	Hindernis	
gxen.0ajxo	ĝeno		NULL	Hindernis	
gxen.0ajxo.maloportunajxo	ĝenaĵo		NULL	Störung	
gxen.0ajxo.maloportunajxo	ĝeno		NULL	Störung	
gxen.0ajxo.maloportunajxo	ĝenaĵo		NULL	Hindernis	
gxen.0ajxo.maloportunajxo	ĝeno		NULL	Hindernis	
gxen.0ateco	ĝenateco		NULL	Geniertheit	
gxen.0ateco	ĝeneco		NULL	Geniertheit	
gxen.0ateco.sento	ĝenateco		NULL	Geniertheit	
gxen.0ateco.sento	ĝeneco		NULL	Geniertheit	
gxen.0i	ĝeni		NULL	stören	
gxen.0i	ĝeni		NULL	hindern	
gxen.0i.maloportuni	ĝeni	1	NULL	stören	
gxen.0i.maloportuni	ĝeni	1	NULL	hindern	
gxen.0i.morale	ĝeni	2	NULL	stören	
gxen.0i.morale	ĝeni	2	NULL	hindern	
gxen.0ulo	ĝenulo		NULL	Störer	
gxen.0ulo	ĝenulo		NULL	Nervtöter	
gxen.0ulo.teda	ĝenulo		NULL	Störer	
gxen.0ulo.teda	ĝenulo		NULL	Nervtöter	
gxen.sen0a	senĝena		NULL	ungeniert	
gxen.sen0a	senĝena		NULL	unvermittelt	
gxen.sen0a	senĝena		NULL	unverblümt	
gxen.sen0a.negxenanta	senĝena	2	NULL	ungeniert	
gxen.sen0a.negxenanta	senĝena	2	NULL	unvermittelt	
gxen.sen0a.negxenanta	senĝena	2	NULL	unverblümt	
gxen.sen0a.negxenata	senĝena	1	NULL	ungeniert	
gxen.sen0a.negxenata	senĝena	1	NULL	unvermittelt	
gxen.sen0a.negxenata	senĝena	1	NULL	unverblümt	
gxen.sen0a.senhonta	senĝena	3	NULL	ungeniert	
gxen.sen0a.senhonta	senĝena	3	NULL	unvermittelt	
gxen.sen0a.senhonta	senĝena	3	NULL	unverblümt	
gxen.sin0a	sinĝena		NULL	NULL	NULL
gxen.sin0a.hontema	sinĝena	2	NULL	geniert	
gxen.sin0a.hontema	sinĝena	2	NULL	scheu	
gxen.sin0a.hontema	sinĝena	2	NULL	zurückhaltend	
gxen.sin0a.sindonema	sinĝena	1	NULL	unkompliziert	
gxen.sin0a.sindonema	sinĝena	1	NULL	unprätentiös	
gxen.sin0i	sin ĝeni		NULL	genieren	sich genieren
gxen.sin0i.heziti	sin ĝeni		NULL	genieren	sich genieren
gxenda.0aro	ĝendarmaro		NULL	NULL	NULL
gxenda.0aro.MIL	ĝendarmaro		NULL	NULL	NULL
gxenda.0o	ĝendarmo		oa_2	Landjäger	
gxenda.0o	ĝendarmo		oa_2	Landpolizist	
gxenda.0o.MIL	ĝendarmo		oa_2	Landjäger	
gxenda.0o.MIL	ĝendarmo		oa_2	Landpolizist	
gxener.0a	ĝenerala		NULL	NULL	NULL
gxener.0a.KOMUNE	ĝenerala		NULL	NULL	NULL
gxener.0e	ĝenerale		NULL	allgemein	
gxener.0e	ĝenerale		NULL	generell	
gxener.0e.KOMUNE	ĝenerale		NULL	allgemein	
gxener.0e.KOMUNE	ĝenerale		NULL	generell	
gxener.0igi	ĝeneraligi		NULL	verallgemeinern	
gxener.0igi	ĝeneraligi		NULL	generalisieren	
gxener.0igi.KOMUNE	ĝeneraligi		NULL	verallgemeinern	
gxener.0igi.KOMUNE	ĝeneraligi		NULL	generalisieren	
gxener.0o	ĝeneralo		NULL	Verallgemeinerung	
gxener.0o.KOMUNE	ĝeneralo		NULL	Verallgemeinerung	
gxenev.0o	Ĝenevo		NULL	Genf	
gxeni.0o	ĝenio		NULL	Genius	
gxeni.0o	ĝenio		NULL	Schutzgeist	
gxeni.0o.REL	ĝenio		NULL	Genius	
gxeni.0o.REL	ĝenio		NULL	Schutzgeist	
gxenov.0o	Ĝenovo		NULL	Genua	
gxenov.0o.GEOG	Ĝenovo		NULL	Genua	
gxenr.0o	ĝenro		NULL	NULL	NULL
gxenr.0o.BELA	ĝenro		NULL	Genre	
gxenr.0o.BELA	ĝenro		NULL	gattung	Kunstgattung
gxenti.0a	ĝentila		ekz_15	höflich	
gxenti.0a.MOR	ĝentila		ekz_15	höflich	
gxenti.0acxa	ĝentilaĉa		NULL	schmierig	schmierig (Verhalten)
gxenti.0acxa.MOR	ĝentilaĉa		NULL	schmierig	schmierig (Verhalten)
gxenti.0eco	ĝentileco		NULL	NULL	NULL
gxenti.0eco.MOR	ĝentileco		NULL	NULL	NULL
gxenti.0homo	ĝentilhomo		NULL	NULL	NULL
gxenti.0homo.MOR	ĝentilhomo		NULL	NULL	NULL
gxenti.0umi	ĝentilumi		NULL	NULL	NULL
gxenti.0umi.KOMUNE	ĝentilumi		NULL	NULL	NULL
gxenti.mal0a	malĝentila		NULL	unhöflich	
gxenti.mal0a.MOR	malĝentila		NULL	unhöflich	
gxenti.mal0ulo	malĝentilulo		NULL	NULL	NULL
gxenti.mal0ulo.MOR	malĝentilulo		NULL	NULL	NULL
gxentl.0o	ĝentlemano		NULL	Ehrenmann	
gxentl.0o	ĝentelmeno		NULL	Ehrenmann	
gxentl.0o	ĝentlemano		NULL	Gentleman	
gxentl.0o	ĝentelmeno		NULL	Gentleman	
gxentl.0o.MOR	ĝentlemano		NULL	Ehrenmann	
gxentl.0o.MOR	ĝentelmeno		NULL	Ehrenmann	
gxentl.0o.MOR	ĝentlemano		NULL	Gentleman	
gxentl.0o.MOR	ĝentelmeno		NULL	Gentleman	
gxerald.0o	Ĝeraldo		NULL	NULL	NULL
gxerald.0o.NOM	Ĝeraldo		NULL	NULL	NULL
gxerm.0i	ĝermi		NULL	keimen	
gxerm.0i	ĝermi		NULL	aufkeimen	
gxerm.0i.BOT	ĝermi	1	NULL	keimen	
gxerm.0i.BOT	ĝermi	1	NULL	aufkeimen	
gxerm.0i.FIG	ĝermi	2	NULL	keimen	
gxerm.0i.FIG	ĝermi	2	NULL	aufkeimen	
gxerm.0o	ĝermo		NULL	Keim	
gxerm.0o.BOT	ĝermo	1	NULL	Keim	
gxerm.0o.FIG	ĝermo	2	NULL	Anlage	
gxerm.0o.FIG	ĝermo	2	NULL	Keim	
gxerman.0a	ĝermanaj lingvoj		NULL	germanische Sprachen	
gxerman.0a.LIN	ĝermanaj lingvoj		NULL	germanische Sprachen	
gxerman.0o	ĝermano		NULL	Sprecher einer germanischen Sprache	
gxerman.0o.ETN	ĝermano	1	NULL	Germane	
gxerman.0o.ETN	ĝermano	1	NULL	Sprecher einer germanischen Sprache	
gxet.0o	ĝeto		NULL	Mole	
gxet.0o	ĝeto		NULL	Hafendamm	
gxet.0o.MAR	ĝeto		NULL	Mole	
gxet.0o.MAR	ĝeto		NULL	Hafendamm	
gxib.0ajxo	ĝibaĵo		NULL	Huckel	
gxib.0ajxo.FORM	ĝibaĵo		NULL	Huckel	
gxib.0igxi	ĝibiĝi		NULL	NULL	NULL
gxib.0igxi.KOMUNE	ĝibiĝi		NULL	bücken	sich bücken
gxib.0igxi.KOMUNE	ĝibiĝi		NULL	buckeln	
gxib.0o	ĝibo		NULL	NULL	NULL
gxib.0o.ANA	ĝibo	2	NULL	Buckel	
gxib.0o.ZOO	ĝibo	1	NULL	Höcker	
gxib.0ulo	ĝibulo		NULL	Buckliger	
gxib.0ulo.MED	ĝibulo		NULL	Buckliger	
gxibraltar.0o	Ĝibraltaro		NULL	Gibraltar	
gxibraltar.0o	Gibraltaro		NULL	Gibraltar	
gxibut.0o	Ĝibuto		NULL	NULL	NULL
gxibut.0o.urbo	Ĝibuto		NULL	Dschibuti	Dschibuti (Stadt)
gxibuti.GX0o	Ĝibutio		NULL	NULL	NULL
gxibuti.GX0o.GEOG	Ĝibutio		NULL	Dschibuti	
gxid.0o	Ĝido		NULL	NULL	NULL
gxid.0o.havenurbo	Ĝido		NULL	Dschidda	
gxihad.0ismo	ĝihadismo		NULL	NULL	NULL
gxihad.0ismo.POL	ĝihadismo		NULL	NULL	NULL
gxihad.0isto	ĝihadisto		NULL	NULL	NULL
gxihad.0isto.POL	ĝihadisto		NULL	NULL	NULL
gxihad.0o	ĝihado		NULL	Dschihad	
gxihad.0o.POL	ĝihado	2	NULL	Dschihad	
gxihad.0o.REL	ĝihado	1	NULL	Dschihad	
gxin.0o	ĝino		oa_2	Wacholderbranntwein	
gxin.0o	ĝino		oa_2	Wacholderschnaps	
gxin.0o	ĝino		oa_2	Gin	
gxin.0o.KUI	ĝino		oa_2	Wacholderbranntwein	
gxin.0o.KUI	ĝino		oa_2	Wacholderschnaps	
gxin.0o.KUI	ĝino		oa_2	Gin	
gxin1.0o	ĝino		NULL	Dschinn	
gxin1.0o.ISL	ĝino		NULL	Dschinn	
gxin2.0o	ĝino		NULL	NULL	NULL
gxin2.0o.MEZ	ĝino		NULL	NULL	NULL
gxinz.0o	ĝinzo		NULL	Jeans	
gxinz.0o	ĵinzo		NULL	Jeans	
gxinz.0o	ĵinso		NULL	Jeans	
gxinz.0o	ĝinzo		NULL	Nietenhose	
gxinz.0o	ĵinzo		NULL	Nietenhose	
gxinz.0o	ĵinso		NULL	Nietenhose	
gxinz.0o.TEKS	ĝinzo		NULL	Jeans	
gxinz.0o.TEKS	ĵinzo		NULL	Jeans	
gxinz.0o.TEKS	ĵinso		NULL	Jeans	
gxinz.0o.TEKS	ĝinzo		NULL	Nietenhose	
gxinz.0o.TEKS	ĵinzo		NULL	Nietenhose	
gxinz.0o.TEKS	ĵinso		NULL	Nietenhose	
gxir.0ajxo	ĝiraĵo		NULL	NULL	NULL
gxir.0ajxo.papero	ĝiraĵo	1	NULL	NULL	NULL
gxir.0ajxo.sumo	ĝiraĵo	2	NULL	Überweisungsbetrag	
gxir.0anto	ĝiranto		NULL	NULL	NULL
gxir.0anto.endosanto	ĝiranto		NULL	NULL	NULL
gxir.0ato	ĝirato		NULL	NULL	NULL
gxir.0ebla	ĝirebla		NULL	NULL	NULL
gxir.0i	ĝiri		oa_8	NULL	NULL
gxir.0i.sumon	ĝiri	1	oa_8	anweisen	
gxir.0i.sumon	ĝiri	1	oa_8	überweisen	
gxir.0i.valorpaperon	ĝiri	2	oa_8	NULL	NULL
gxir.0ilo	ĝirilo		NULL	NULL	NULL
gxir.0ilo.transpagilo	ĝirilo		NULL	Überweisungsformular	
gxir.0nebla	neĝirebla		NULL	NULL	NULL
gxir.0o	ĝiro		NULL	NULL	NULL
gxir.0o.endosajxo	ĝiro	2	NULL	NULL	NULL
gxir.0o.transpago	ĝiro	1	NULL	Überweisung	
gxiraf.0o	ĝirafo		NULL	Giraffe	
gxiraf.Gx0o	Ĝirafo		NULL	Giraffe	
gxiraf1.0oj	ĝirafedoj		NULL	Giraffen	
gxis.0	ĝis		ekz_18	NULL	NULL
gxis.0	ĝis		uv_G	NULL	NULL
gxis.0.konj	ĝis	1	ekz_18	bis	
gxis.0.konj	ĝis	1	uv_G	bis	
gxis.0.prep	ĝis	1	ekz_18	bis	
gxis.0.prep	ĝis	1	uv_G	bis	
gxis.0i	ĝisi		NULL	NULL	NULL
gxis.0i.gxisrevidi	ĝisi		NULL	NULL	NULL
gxis.0ke	ĝis ke		NULL	NULL	NULL
gxis.0ke.KOMUNE	ĝis ke		NULL	NULL	NULL
gxocxi.0aapanagxo	Ĝoĉia apanaĝo		NULL	Dschötschi-Ulus	
gxocxi.0o	Ĝoĉio		NULL	Dschötschi	
gxoj.0a	ĝoja		NULL	froh	
gxoj.0a	ĝoja		NULL	freudig	
gxoj.0i	ĝoji		ekz_10	freuen	
gxoj.0igi	ĝojigi		NULL	erfreuen	
gxoj.0o	ĝojo		NULL	Freude	
gxoj.0o.kauxzo	ĝojo	2	NULL	Freude	
gxoj.0o.plezuro	ĝojo	1	NULL	Freude	
gxoj.mal0a	malĝoja		NULL	NULL	NULL
gxoj.mal0a.iun	malĝoja	2	NULL	NULL	NULL
gxoj.mal0a.mem	malĝoja	1	NULL	traurig	
gxoj.mal0i	malĝoji		NULL	trauern	
gxoj.mal0o	malĝojo		NULL	Trauer	
gxoj.viv0o	vivĝojo		NULL	Lebensfreude	
gxoj.viv0o	vivoĝojo		NULL	Lebensfreude	
gxonk.0o	ĝonko		NULL	Dschunke	
gxonk.0o	ĵonko		NULL	Dschunke	
gxonk.0o	ĝonko		NULL	Dschonke	
gxonk.0o	ĵonko		NULL	Dschonke	
gxonk.0o.MAR	ĝonko		NULL	Dschunke	
gxonk.0o.MAR	ĵonko		NULL	Dschunke	
gxonk.0o.MAR	ĝonko		NULL	Dschonke	
gxonk.0o.MAR	ĵonko		NULL	Dschonke	
gxu.0ema	ĝuema		NULL	genusssüchtig	
gxu.0ema	ĝuama		NULL	genusssüchtig	
gxu.0emulo	ĝuemulo		NULL	Genießer	
gxu.0emulo	ĝuemulo		NULL	Genussmensch	
gxu.0igi	ĝuigi		NULL	NULL	NULL
gxu.0igi.KOMUNE	ĝuigi		NULL	NULL	NULL
gxu.0inda	ĝuinda		NULL	genussvoll	
gxu.0inda	ĝuinda		NULL	lustvoll	
gxu.0inda.KOMUNE	ĝuinda		NULL	genussvoll	
gxu.0inda.KOMUNE	ĝuinda		NULL	lustvoll	
gxu.0o	ĝuo		NULL	Genuss	
gxu.0o	ĝuado		NULL	Genuss	
gxu.0o.plezuro	ĝuo	1	NULL	Genuss	
gxu.0o.plezuro	ĝuado	1	NULL	Genuss	
gxu.0o.posedo	ĝuo	2	NULL	Genuss	
gxu.0o.posedo	ĝuado	2	NULL	Genuss	
gxu.antaux0i	antaŭĝui		NULL	NULL	NULL
gxu.antaux0i.KOMUNE	antaŭĝui		NULL	Vorfreude	in Vorfreude sein
gxust.0a	ĝusta		NULL	richtiger	
gxust.0a.celo	ĝusta	2	NULL	geeigneter	
gxust.0a.celo	ĝusta	2	NULL	rechter	rechter (richtiger)
gxust.0a.celo	ĝusta	2	NULL	richtiger	
gxust.0a.vero	ĝusta	1	NULL	korrekter	
gxust.0a.vero	ĝusta	1	NULL	richtiger	
gxust.0ajxo	ĝustaĵo		NULL	Richtige	das Richtige
gxust.0ajxo	ĝustaĵo		NULL	Rechte	das Rechte
gxust.0ajxo.KOMUNE	ĝustaĵo		NULL	Richtige	das Richtige
gxust.0ajxo.KOMUNE	ĝustaĵo		NULL	Rechte	das Rechte
gxust.0e	ĝuste		NULL	NULL	NULL
gxust.0e.precize	ĝuste	2	NULL	genau	
gxust.0e.precize	ĝuste	2	NULL	ausgerechnet	
gxust.0e.precize	ĝuste	2	NULL	gerade	
gxust.0e.vero	ĝuste	1	NULL	richtig	
gxust.0e.vero	ĝuste	1	NULL	korrekt	
gxust.0i	ĝusti		NULL	richtig	richtig sein
gxust.0i	ĝusti		NULL	stimmen	stimmen (richtig sein)
gxust.0i.KOMUNE	ĝusti		NULL	richtig	richtig sein
gxust.0i.KOMUNE	ĝusti		NULL	stimmen	stimmen (richtig sein)
gxust.0igi	ĝustigi		NULL	berichtigen	
gxust.0igi	ĝustigi		NULL	richtig	richtig stellen
gxust.0igi	ĝustigi		NULL	richten	richten (Krawatte)
gxust.0igi	ĝustigi		NULL	stellen	stellen (Uhr)
gxust.0igi	ĝustigi		NULL	ausrichten	
gxust.0igi.KOMUNE	ĝustigi		NULL	berichtigen	
gxust.0igi.KOMUNE	ĝustigi		NULL	richtig	richtig stellen
gxust.0igi.KOMUNE	ĝustigi		NULL	richten	richten (Krawatte)
gxust.0igi.KOMUNE	ĝustigi		NULL	stellen	stellen (Uhr)
gxust.0igi.KOMUNE	ĝustigi		NULL	ausrichten	
gxust.al0igi	alĝustigi		NULL	anpassen	
gxust.al0igi	alĝustigi		NULL	ausrichten	
gxust.al0igi	alĝustigi		NULL	einstellen	
gxust.al0igi.KOMUNE	alĝustigi		NULL	anpassen	
gxust.al0igi.KOMUNE	alĝustigi		NULL	ausrichten	
gxust.al0igi.KOMUNE	alĝustigi		NULL	einstellen	
gxust.mal0a	malĝusta		NULL	NULL	NULL
gxust.mal0a.celo	malĝusta	2	NULL	NULL	NULL
gxust.mal0a.vero	malĝusta	1	NULL	NULL	NULL
gxust.pli0e	pli ĝuste		NULL	NULL	NULL
gxust.pli0e.ARG	pli ĝuste		NULL	NULL	NULL
gxust.re0igi	reĝustigi		NULL	wiederherstellen	
gxust.re0igi	reĝustigi		NULL	richten	
gxust.re0igi	reĝustigi		NULL	berichtigen	
