#kap	mrk	lng	trd	ind
mo	m.0	NULL	NULL	NULL
mo	m.0.konsonanto	fr	1000 (chiffre romain)	1000
mo	m.0.konsonanto	fr		méga
mo	m.0.konsonanto	fr		mètre
mo	m.0.konsonanto	fr		mili
mo	m.0.konsonanto	fr	m (lettre)	m
maato	maat.0o	de	Maat (Schiff)	Maat
maato	maat.0o	en	mate (ship)	mate
maato	maat.0o	fr		sous-officier de marine
maato	maat.0o.MAR	de	Maat (Schiff)	Maat
maato	maat.0o.MAR	en	mate (ship)	mate
maato	maat.0o.MAR	fr		sous-officier de marine
maco	mac.0o	NULL	NULL	NULL
maco	mac.0o.flano	de		Matze
maco	mac.0o.flano	de		Matzen
maco	mac.0o.flano	en		matzo
maco	mac.0o.flano	en		matzoh
maco	mac.0o.flano	fr		pain azyme
maco	mac.0o.pasto	NULL	NULL	NULL
maceri	macer.0i	de		auslaugen
maceri	macer.0i	de		ausziehen
maceri	macer.0i	de		einlegen
maceri	macer.0i	de		mazerieren
maceri	macer.0i	en		macerate
maceri	macer.0i	fr		macérer
maĉ	macx.0	fr		miam
maĉ	macx.0.SON	fr		miam
maĉi	macx.0i	de		kauen
maĉi	macx.0i	en		chew
maĉi	macx.0i	en		masticate
maĉi	macx.0i	fr		mâcher
maĉi	macx.0i.ANA	de		kauen
maĉi	macx.0i.ANA	en		chew
maĉi	macx.0i.ANA	en		masticate
maĉi	macx.0i.ANA	fr		mâcher
maĉi	macx.0i.FIG	de	(auf etwas) herumkauen	kauen
maĉi	macx.0i.FIG	de		kauen
maĉi	macx.0i.FIG	en		chew
maĉi	macx.0i.FIG	en		masticate
maĉi	macx.0i.FIG	fr		mâcher
krakmaĉi	macx.krak0i	de		zerbeißen
krakmaĉi	macx.krak0i	fr		croquer
krakmaĉi	macx.krak0i.ANA	de		zerbeißen
krakmaĉi	macx.krak0i.ANA	fr		croquer
remaĉi	macx.re0i	fr		remâcher
remaĉi	macx.re0i	fr		ruminer
remaĉi	macx.re0i.ANA	de	nochmals kauen	kauen
remaĉi	macx.re0i.ANA	fr		remâcher
remaĉi	macx.re0i.ANA	fr		ruminer
remaĉi	macx.re0i.FIG	de	(auf etwas) herumkauen	kauen
remaĉi	macx.re0i.FIG	de	(etwas) wiederkäuen	wiederkäuen
remaĉi	macx.re0i.FIG	de	(auf etwas) herumreiten	reiten
remaĉi	macx.re0i.FIG	de	hin und her überlegen	überlegen
remaĉi	macx.re0i.FIG	en		ruminate
remaĉi	macx.re0i.FIG	en		reflect on
remaĉi	macx.re0i.FIG	en		ponder
remaĉi	macx.re0i.FIG	fr		remâcher
remaĉi	macx.re0i.FIG	fr		ruminer
remaĉi	macx.re0i.ZOO	de		wiederkäuen
remaĉi	macx.re0i.ZOO	en		chew the cud
remaĉi	macx.re0i.ZOO	en		ruminate
remaĉi	macx.re0i.ZOO	fr		remâcher
remaĉi	macx.re0i.ZOO	fr		ruminer
remaĉuloj	macx.re0uloj	de		Wiederkäuer
remaĉuloj	macx.re0uloj	en		ruminants
remaĉuloj	macx.re0uloj	fr		ruminants
remaĉuloj	macx.re0uloj.ZOO	de		Wiederkäuer
remaĉuloj	macx.re0uloj.ZOO	en		ruminants
remaĉuloj	macx.re0uloj.ZOO	fr		ruminants
maĉo	macx1.0o	de		Spiel
matĉo	macx1.0o	de		Spiel
maĉo	macx1.0o	de	Treffen (Sport)	Treffen
matĉo	macx1.0o	de	Treffen (Sport)	Treffen
maĉo	macx1.0o	de		Match
matĉo	macx1.0o	de		Match
maĉo	macx1.0o	en		match
matĉo	macx1.0o	en		match
maĉo	macx1.0o	fr		match
matĉo	macx1.0o	fr		match
maĉo	macx1.0o.SPO	de		Spiel
matĉo	macx1.0o.SPO	de		Spiel
maĉo	macx1.0o.SPO	de	Treffen (Sport)	Treffen
matĉo	macx1.0o.SPO	de	Treffen (Sport)	Treffen
maĉo	macx1.0o.SPO	de		Match
matĉo	macx1.0o.SPO	de		Match
maĉo	macx1.0o.SPO	en		match
matĉo	macx1.0o.SPO	en		match
maĉo	macx1.0o.SPO	fr		match
matĉo	macx1.0o.SPO	fr		match
maĉeto	macxet.0o	de		Machete
maĉeto	macxet.0o	fr		machette
maĉeto	macxet.0o.KOMUNE	de		Machete
maĉeto	macxet.0o.KOMUNE	fr		machette
Madagaskaro	madagas.0o	de		Madagaskar
Madagaskaro	madagas.0o	en		Madagascar
Madagaskaro	madagas.0o	fr		Madagascar
Madagaskaro	madagas.0o	fr		République de Madagascar
Madagaskaro	madagas.0o.GEOG	de		Madagaskar
Madagaskaro	madagas.0o.GEOG	en		Madagascar
Madagaskaro	madagas.0o.GEOG	fr		Madagascar
Madagaskaro	madagas.0o.GEOG	fr		République de Madagascar
madejro	madejr.0o	de		Madeirawein
madejro	madejr.0o	de		Madeira
madejro	madejr.0o	fr	madère (vin)	madère
madejro	madejr.0o.KUI	de		Madeirawein
madejro	madejr.0o.KUI	de		Madeira
madejro	madejr.0o.KUI	fr	madère (vin)	madère
Madejro	madejr.M0o	de		Madeira
Madejro	madejr.M0o	fr		Madère
Madejro	madejr.M0o.GEOG	de		Madeira
Madejro	madejr.M0o.GEOG	fr		Madère
Madjapradeŝo	madjapradesx.0o	fr		Madhya Pradesh
Madjapradeŝo	madjapradesx.0o.GEOG	fr		Madhya Pradesh
madono	madon.0o	en		Madonna
madono	madon.0o	de		Madonna
madono	madon.0o.BELA	de		Marienfigur
madono	madon.0o.BELA	de	Bildnis der Heiligen Jungfrau	Jungfrau
madono	madon.0o.BELA	en		Madonna
madono	madon.0o.BELA	de		Madonna
madono	madon.0o.KAT	de		Maria
madono	madon.0o.KAT	de	Heilige Jungfrau	Jungfrau
madono	madon.0o.KAT	de	Heilige Mutter	Mutter
madono	madon.0o.KAT	de	Mutter Gottes	Gottes
madono	madon.0o.KAT	de		Muttergottes
madono	madon.0o.KAT	en		Madonna
madono	madon.0o.KAT	de		Madonna
Madraso	madras.0o	de		Madras
Madraso	madras.0o	en		Madras
Madraso	madras.0o	fr		Madras
Madrido	madrid.0o	de		Madrid
madrigalo	madrig.0o	de		Madrigal
madrigalo	madrig.0o	en		madrigal
madrigalo	madrig.0o	fr		madrigal
madrigalo	madrig.0o.MUZ	de		Madrigal
madrigalo	madrig.0o.MUZ	en		madrigal
madrigalo	madrig.0o.MUZ	fr		madrigal
madrigalo	madrig.0o.POE	de		Madrigal
madrigalo	madrig.0o.POE	en		madrigal
madrigalo	madrig.0o.POE	fr		madrigal
madzo	madz.0o	fr		masse d'armes
madzo	madz.0o.ARM	fr		masse d'armes
mafia	mafi.0a	de		mafiös
mafia	mafi.0a	fr	maffieux (adj.)	maffieux
mafia	mafi.0a	fr	mafieux (adj.)	mafieux
mafia	mafi.0a.JUR	de		mafiös
mafia	mafi.0a.JUR	fr	maffieux (adj.)	maffieux
mafia	mafi.0a.JUR	fr	mafieux (adj.)	mafieux
mafiano	mafi.0ano	de		Mafioso
mafiulo	mafi.0ano	de		Mafioso
mafiano	mafi.0ano	fr	maffieux (subst.)	maffieux
mafiulo	mafi.0ano	fr	maffieux (subst.)	maffieux
mafiano	mafi.0ano	fr	mafieux (subst.)	mafieux
mafiulo	mafi.0ano	fr	mafieux (subst.)	mafieux
mafiano	mafi.0ano.JUR	de		Mafioso
mafiulo	mafi.0ano.JUR	de		Mafioso
mafiano	mafi.0ano.JUR	fr	maffieux (subst.)	maffieux
mafiulo	mafi.0ano.JUR	fr	maffieux (subst.)	maffieux
mafiano	mafi.0ano.JUR	fr	mafieux (subst.)	mafieux
mafiulo	mafi.0ano.JUR	fr	mafieux (subst.)	mafieux
mafio	mafi.0o	de		Mafia
mafio	mafi.0o	fr		mafia
mafio	mafi.0o.JUR	de		Mafia
mafio	mafi.0o.JUR	fr		mafia
mafino	mafin.0o	de		Muffin
mafino	mafin.0o	de		Toastbrötchen
mafino	mafin.0o	en		Muffin
mafino	mafin.0o	fr		Muffin
mago	mag.0o	NULL	NULL	NULL
mago	mag.0o.iluziisto	NULL	NULL	NULL
mago	mag.0o.pastro	de		Magier
mago	mag.0o.pastro	en		magus
mago	mag.0o.pastro	fr		mage
magazenego	magaze.0ego	de		Warenhaus
magazenego	magaze.0ego	de		Kaufhaus
magazenego	magaze.0ego	en	department store	store
magazenego	magaze.0ego	fr	grand magasin	magasin
magazeno	magaze.0o	NULL	NULL	NULL
magazeno	magaze.0o.butiko	de		Geschäft
magazeno	magaze.0o.butiko	de		Laden
magazeno	magaze.0o.butiko	en	department store	store
magazeno	magaze.0o.butiko	fr	magasin (lieu de vente)	magasin
magazeno	magaze.0o.stokejo	de		Lager
magazeno	magaze.0o.stokejo	de		Lagerhaus
magazeno	magaze.0o.stokejo	de		Speicher
magazeno	magaze.0o.stokejo	de		Magazin
magazeno	magaze.0o.stokejo	en		warehouse
magazeno	magaze.0o.stokejo	fr	magasin (réserve)	magasin
magazeno	magaze.0o.stokejo	fr	réserve (lieu)	réserve
Magelano	magelan.0o	de	Ferdinand Magellan	Magellan
magia	magi.0a	de		zauberhaft
magia	magi.0a	de		wunderbar
magia	magi.0a	de		magisch
magia	magi.0a	fr		magique
magia	magi.0a.FIG	de		zauberhaft
magia	magi.0a.FIG	de		wunderbar
magia	magi.0a.FIG	de		magisch
magia	magi.0a.FIG	fr		magique
magia	magi.0a.MAG	de		zauberhaft
magia	magi.0a.MAG	de		wunderbar
magia	magi.0a.MAG	de		magisch
magia	magi.0a.MAG	fr		magique
magiaĵo	magi.0ajxo	fr		tour de magie
magiaĵo	magi.0ajxo.MAG	fr		tour de magie
magiisto	magi.0isto	NULL	NULL	NULL
magiisto	magi.0isto.MAG	de		Zauberer
magiisto	magi.0isto.MAG	de		Magier
magiisto	magi.0isto.MAG	fr		magicien
magiisto	magi.0isto.TEA	NULL	NULL	NULL
magio	magi.0o	de		Zauberei
magio	magi.0o	de		Magie
magio	magi.0o	fr		magie
magio	magi.0o.MAG	de		Zauberei
magio	magi.0o.MAG	de		Magie
magio	magi.0o.MAG	fr		magie
blanka magio	magi.blanka0o	de		Weißmagie
blanka magio	magi.blanka0o	fr		magie blanche
blanka magio	magi.blanka0o.MAG	de		Weißmagie
blanka magio	magi.blanka0o.MAG	fr		magie blanche
nigra magio	magi.nigra0o	de		Schwarzmagie
nigra magio	magi.nigra0o	de		schwarze Magie
nigra magio	magi.nigra0o	fr		magie noire
nigra magio	magi.nigra0o.MAG	de		Schwarzmagie
nigra magio	magi.nigra0o.MAG	de		schwarze Magie
nigra magio	magi.nigra0o.MAG	fr		magie noire
magistro	magist.0o	de		Oberlehrer
magistro	magist.0o.FIG	fr		cuistre
magistro	magist.0o.FIG	fr	pédant (subst.)	pédant
magistro	magist.0o.FIG	de		Oberlehrer
magistro	magist.0o.PED	de		Magister
magistro	magist.0o.PED	de		Master
magistro	magist.0o.PED	fr	maître (titre univ.)	maître
magistro	magist.0o.PED	en		master's degree
magistro	magist.0o.PED	de		Oberlehrer
magistrato	magist1.0o	de		Magistrat
magistrato	magist1.0o	de		Stadtrat
magistrato	magist1.0o	de		Gemeindevorstand
magistrato	magist1.0o	en		city council
magistrato	magist1.0o	en		town council
magistrato	magist1.0o	fr		conseil municipal
magmo	magm.0o	NULL	NULL	NULL
magmo	magm.0o.GEOL	de		Magma
magmo	magm.0o.GEOL	en		magma
magmo	magm.0o.GEOL	fr	magma (géol.)	magma
magmo	magm.0o.MAT	NULL	NULL	NULL
magnato	magnat.0o	de		Magnat
magnato	magnat.0o	fr		magnat
magnato	magnat.0o.EKON	de		Wirtschaftsboss
magnato	magnat.0o.EKON	de		Magnat [arkaika]
magnato	magnat.0o.EKON	de		Industriekapitän [eksmoda]
magnato	magnat.0o.EKON	en		magnate
magnato	magnat.0o.EKON	de		Magnat
magnato	magnat.0o.EKON	fr		magnat
magnato	magnat.0o.POL	de		Magnat
magnato	magnat.0o.POL	en		magnate
magnato	magnat.0o.POL	de		Magnat
magnato	magnat.0o.POL	fr		magnat
magneta	magnet.0a	de		magnetisch
magneta	magnet.0a	en		magnetic
magneta	magnet.0a	fr		magnétique
magnetigi	magnet.0igi	de		magnetisieren
magnetigi	magnet.0igi	en		magnetize
magnetigi	magnet.0igi	fr		magnétiser
magneto	magnet.0o	de		Magnetstein
magneto	magnet.0o	en		lodestone
magneto	magnet.0o	fr		aimant naturel
magneto	magnet.0o	de		Magnet
magneto	magnet.0o	en		magnet
magneto	magnet.0o	fr		aimant
magneto	magnet.0o	fr		magnet
magnetismo	magnet1.0o	de		Magnetismus
magnetismo	magnet1.0o	en		magnetism
magnetismo	magnet1.0o	fr		magnétisme
magnetismo	magnet1.0o.fako	de		Magnetismus
magnetismo	magnet1.0o.fako	en		magnetism
magnetismo	magnet1.0o.fako	fr		magnétisme
magnetismo	magnet1.0o.fenomeno	de		Magnetismus
magnetismo	magnet1.0o.fenomeno	en		magnetism
magnetismo	magnet1.0o.fenomeno	fr		magnétisme
magnetito	magnet2.0o	de		Magnetit
magnetito	magnet2.0o	en		magnetite
magnetito	magnet2.0o	fr		magnétite
magnetofono	magnetofon.0o	en		tape recorder
magnetofono	magnetofon.0o	en		tape player
magnetofono	magnetofon.0o	en		tape deck
magnetofono	magnetofon.0o	en		stereo
magnetofono	magnetofon.0o	fr		magnétophone
magnetofono	magnetofon.0o.SON	en		tape recorder
magnetofono	magnetofon.0o.SON	en		tape player
magnetofono	magnetofon.0o.SON	en		tape deck
magnetofono	magnetofon.0o.SON	en		stereo
magnetofono	magnetofon.0o.SON	fr		magnétophone
magnetoskopo	magnetoskop.0o	fr		magnétoscope
magnetoskopo	magnetoskop.0o.KIN	fr		magnétoscope
magnezo	magnez.0o	de		Magnesia
magnezo	magnez.0o	en		magnesia
magnezo	magnez.0o	en		magnesium oxide
magnezo	magnez.0o	fr		magnésie
magnezio	magnez1.0o	de		Magnesium
magnezio	magnez1.0o	en		magnesium
magnezio	magnez1.0o	fr		magnésium
magnezito	magnez2.0o	fr		magnésite
magnitudo	magnitud.0o	fr		magnitude
magnitudo	magnitud.0o.SCI	fr		magnitude
magnolio	magnoli.0o	de		Magnolie
magnolio	magnoli.0o	en		magnolia
magnolio	magnoli.0o	fr		magnolia
magnolio	magnoli.0o.BOT	de		Magnolie
magnolio	magnoli.0o.BOT	en		magnolia
magnolio	magnoli.0o.BOT	fr		magnolia
magnolioj	magnoli.0oj	de		Decksamer
magnolioj	magnoli.0oj	de		Bedecktsamer
magnolioj	magnoli.0oj	fr		Magnoliidae
magnolioj	magnoli.0oj	fr		Magnoliidées
magnoliacoj	magnoli1.0oj	de		Magnoliengewächse
magnoliacoj	magnoli1.0oj	fr		Magnoliacées
magra	magr.0a	de		mager
magra	magr.0a	fr		maigre
magra	magr.0a.malabunda	de	nüchtern (Ausstattung)	nüchtern
magra	magr.0a.malabunda	de		einfach
magra	magr.0a.malabunda	de		schlicht
magra	magr.0a.malabunda	de		mager
magra	magr.0a.malabunda	fr		maigre
magra	magr.0a.maldika	de		dünn
magra	magr.0a.maldika	de		schmal
magra	magr.0a.maldika	de		dürr
magra	magr.0a.maldika	de		mager
magra	magr.0a.maldika	fr		maigre
magrebano	magreb.0ano	fr	maghrébin (subst.)	maghrébin
magrebano	magreb.0ano.GEOG	fr	maghrébin (subst.)	maghrébin
Magrebo	magreb.0o	de		Maghreb
Magrebo	magreb.0o	fr		Maghreb
Magrebo	magreb.0o.GEOG	de		Maghreb
Magrebo	magreb.0o.GEOG	fr		Maghreb
maĝangi	magxang.0i	de		Mah-Jongg spielen
maĝangi	magxang.0i	fr	jouer au ma-jong	ma-jong
maĝangi	magxang.0i.SPO	de		Mah-Jongg spielen
maĝangi	magxang.0i.SPO	fr	jouer au ma-jong	ma-jong
maĝango	magxang.0o	de		Mah-Jongg
maĝango	magxang.0o	de		Mahjongg
maĝango	magxang.0o	de		Mahjong
maĝango	magxang.0o	fr		mah-jong
maĝango	magxang.0o	fr		ma-jong
maĝango	magxang.0o.SPO	de		Mah-Jongg
maĝango	magxang.0o.SPO	de		Mahjongg
maĝango	magxang.0o.SPO	de		Mahjong
maĝango	magxang.0o.SPO	fr		mah-jong
maĝango	magxang.0o.SPO	fr		ma-jong
Mahabarato	mahabarat.0o	de		Mahabharata
Mahabarato	mahabarat.0o	fr		Mahâbhârata
Mahabarato	mahabarat.0o.BELE	de		Mahabharata
Mahabarato	mahabarat.0o.BELE	fr		Mahâbhârata
mahagono	mahago.0o	de		Mahagoni
mahagono	mahago.0o	fr	acajou (subst.)	acajou
mahagono	mahago.0o.arbo	en		mahogany
mahagono	mahago.0o.arbo	de		Mahagoni
mahagono	mahago.0o.arbo	fr	acajou (subst.)	acajou
mahagono	mahago.0o.ligno	en		mahogany
mahagono	mahago.0o.ligno	de		Mahagoni
mahagono	mahago.0o.ligno	fr	acajou (subst.)	acajou
mahajana	mahajan.0a	NULL	NULL	NULL
mahajana	mahajan.0a.BUD	NULL	NULL	NULL
Mahajano	mahajan.0o	de		Mahayana
Mahajano	mahajan.0o	fr		Mahâyâna
Mahajano	mahajan.0o.BUD	de		Mahayana
Mahajano	mahajan.0o.BUD	fr		Mahâyâna
Maharaŝtro	maharasxtr.0o	fr		Maharashtra
Maharaŝtro	maharasxtr.0o.GEOG	fr		Maharashtra
Mahaviro	mahavir.0o	de		Mahavira
Mahaviro	mahavir.0o	fr		Mahavira
Mahaviro	mahavir.0o.PERS	de		Mahavira
Mahaviro	mahavir.0o.PERS	fr		Mahavira
mahometano	mahome.0ano	de		Mohamedaner
mahometano	mahome.0ano	en		Mohammedan
mahometano	mahome.0ano	fr		mahométan
mahometano	mahome.0ano	fr		mahométane
Mahometo	mahome.0o	de		Mohamed
Mahometo	mahome.0o	en		Mohammed
Mahometo	mahome.0o	en		Muhammad
Mahometo	mahome.0o	fr		Mahomet
mahuto	mahut.0o	fr		cornac
mahuto	mahut.0o.RAJ	fr		cornac
Maĥo	mahx.M0o	de	Ernst Mach	Mach
Maĥo	mahx.M0o	fr	Ernest Mach	Mach
maĥo	mahx.m0o	de		Mach
maĥo	mahx.m0o	de		Mach-Zahl
maĥo	mahx.m0o	en		Mach number
maĥo	mahx.m0o	fr	Mach (nombre)	Mach
maĥinacio	mahxinaci.0o	de		Machination
maĥinacio	mahxinaci.0o	en		machination
maĥinacio	mahxinaci.0o	fr		machination
maizo	maiz.0o	de		Mais
maizo	maiz.0o	en		maize
maizo	maiz.0o	en	corn (usonangla)	corn
maizo	maiz.0o	fr		maïs
maizo	maiz.0o.AGR	de		Mais
maizo	maiz.0o.AGR	en		maize
maizo	maiz.0o.AGR	en	corn (usonangla)	corn
maizo	maiz.0o.AGR	fr		maïs
krevmaizo	maiz.krev0o	de		Popcorn
pufmaizo	maiz.krev0o	de		Popcorn
krevmaizo	maiz.krev0o	de		Puffmais
pufmaizo	maiz.krev0o	de		Puffmais
krevmaizo	maiz.krev0o	en		popcorn
pufmaizo	maiz.krev0o	en		popcorn
krevmaizo	maiz.krev0o	fr		pop-corn
pufmaizo	maiz.krev0o	fr		pop-corn
krevmaizo	maiz.krev0o.KUI	de		Popcorn
pufmaizo	maiz.krev0o.KUI	de		Popcorn
krevmaizo	maiz.krev0o.KUI	de		Puffmais
pufmaizo	maiz.krev0o.KUI	de		Puffmais
krevmaizo	maiz.krev0o.KUI	en		popcorn
pufmaizo	maiz.krev0o.KUI	en		popcorn
krevmaizo	maiz.krev0o.KUI	fr		pop-corn
pufmaizo	maiz.krev0o.KUI	fr		pop-corn
maja	maj.0a	NULL	NULL	NULL
majaa	maja.0a	en		Maya
majaa	maja.0a	en		Mayan
majaa	maja.0a	fr	maya (adj.)	maya
majaa	maja.0a.rilata	en		Maya
majaa	maja.0a.rilata	en		Mayan
majaa	maja.0a.rilata	fr	maya (adj.)	maya
majao	maja.0o	de		Maya
majao	maja.0o	en		Maya
majao	maja.0o	fr	Maya (subst.)	Maya
majao	maja.0o.ano	de		Maya
majao	maja.0o.ano	en		Maya
majao	maja.0o.ano	fr	Maya (subst.)	Maya
majdano	majdan.0o	de		Majdan
Majenco	majenc.M0o	NULL	NULL	NULL
Majenco	majenc.M0o.GEOG	de		Mainz
Majenco	majenc.M0o.GEOG	en	Mainz (formerly Mentz)	Mainz
Majenco	majenc.M0o.GEOG	fr		Mayence
majesta	majest.0a	de		majestätisch
majesta	majest.0a	en		majestic
majesta	majest.0a	fr		majestueux
majesteco	majest.0eco	de		Majestät
majesteco	majest.0eco	de		Erhabenheit
majesto	majest.0o	de		Majestät
majesto	majest.0o	en		majesty
majesto	majest.0o.eco	fr		majesté
majesto	majest.0o.eco	de		Majestät
majesto	majest.0o.eco	en		majesty
majesto	majest.0o.titolo	fr	Sa Majesté	Majesté
majesto	majest.0o.titolo	de		Majestät
majesto	majest.0o.titolo	en		majesty
Majno	majn.M0o	NULL	NULL	NULL
Majno	majn.M0o.GEOG_rivero_de	de		Main
Majno	majn.M0o.GEOG_rivero_fr	de		Maine
Majno	majn.M0o.GEOG_rivero_fr	fr		Maine
Majno	majn.M0o.GEOG_sxtato	de		Maine
Majno	majn.M0o.GEOG_sxtato	en		Maine
Majno	majn.M0o.GEOG_sxtato	fr		Maine
majoliko	majoli.0o	de		Majolika
majoliko	majoli.0o	en		majolica
majoliko	majoli.0o	fr		majolique
majoliko	majoli.0o.CER	de		Majolika
majoliko	majoli.0o.CER	en		majolica
majoliko	majoli.0o.CER	fr		majolique
majonezo	majone.0o	de		Mayonnaise
majonezo	majone.0o	de		Majonäse
majonezo	majone.0o	en		mayonnaise
majonezo	majone.0o	fr		mayonnaise
majonezo	majone.0o.KUI	de		Mayonnaise
majonezo	majone.0o.KUI	de		Majonäse
majonezo	majone.0o.KUI	en		mayonnaise
majonezo	majone.0o.KUI	fr		mayonnaise
majoro	major.0o	de		Major
majoro	major.0o	en		major
majoro	major.0o	fr	commandant (officier)	commandant
majorano	majoran.0o	de		majoran
majorano	majoran.0o	en		marjoram
majorano	majoran.0o	en		sweet marjoram
majorano	majoran.0o	en		knotted marjoram
majorano	majoran.0o	fr		marjolaine
majordomo	majordom.0o	fr		majordome
majoritato	majoritat.0o	de		Mehrheit
maĵorio	majoritat.0o	de		Mehrheit
majoritato	majoritat.0o	en		majority
maĵorio	majoritat.0o	en		majority
majoritato	majoritat.0o	fr		majorité
maĵorio	majoritat.0o	fr		majorité
majoritato	majoritat.0o.POL	de		Mehrheit
maĵorio	majoritat.0o.POL	de		Mehrheit
majoritato	majoritat.0o.POL	en		majority
maĵorio	majoritat.0o.POL	en		majority
majoritato	majoritat.0o.POL	fr		majorité
maĵorio	majoritat.0o.POL	fr		majorité
Majorko	majork.0o	de		Mallorca
majstraĵo	majstr.0ajxo	de		Meisterwerk
majstroverko	majstr.0ajxo	de		Meisterwerk
majstraĵo	majstr.0ajxo	en		masterpiece
majstroverko	majstr.0ajxo	en		masterpiece
majstraĵo	majstr.0ajxo	en		masterwork
majstroverko	majstr.0ajxo	en		masterwork
majstraĵo	majstr.0ajxo	fr		chef d'œuvre
majstroverko	majstr.0ajxo	fr		chef d'œuvre
majstraĵo	majstr.0ajxo.KOMUNE	de		Meisterwerk
majstroverko	majstr.0ajxo.KOMUNE	de		Meisterwerk
majstraĵo	majstr.0ajxo.KOMUNE	en		masterpiece
majstroverko	majstr.0ajxo.KOMUNE	en		masterpiece
majstraĵo	majstr.0ajxo.KOMUNE	en		masterwork
majstroverko	majstr.0ajxo.KOMUNE	en		masterwork
majstraĵo	majstr.0ajxo.KOMUNE	fr		chef d'œuvre
majstroverko	majstr.0ajxo.KOMUNE	fr		chef d'œuvre
majstro	majstr.0o	de		Meister
majstro	majstr.0o	en		maestro
majstro	majstr.0o	en	master (of one's art)	master
majstro	majstr.0o	fr		maître
majstro	majstr.0o.specialisto	de		Meister
majstro	majstr.0o.specialisto	en		maestro
majstro	majstr.0o.specialisto	en	master (of one's art)	master
majstro	majstr.0o.specialisto	fr		maître
majstro	majstr.0o.titolo	de		Meister
majstro	majstr.0o.titolo	en		maestro
majstro	majstr.0o.titolo	en	master (of one's art)	master
majstro	majstr.0o.titolo	fr		maître
eklezimajstro	majstr.eklezi0o	en		Teacher of the Faith
ekumena majstro	majstr.eklezi0o	en		Teacher of the Faith
eklezimajstro	majstr.eklezi0o	de		Kirchenlehrer
ekumena majstro	majstr.eklezi0o	de		Kirchenlehrer
eklezimajstro	majstr.eklezi0o.ORTO	en		Teacher of the Faith
ekumena majstro	majstr.eklezi0o.ORTO	en		Teacher of the Faith
eklezimajstro	majstr.eklezi0o.ORTO	de		Kirchenlehrer
ekumena majstro	majstr.eklezi0o.ORTO	de		Kirchenlehrer
koncertmajstro	majstr.koncert0o	de		Konzertmeister
koncertmajstro	majstr.koncert0o	de	Erste Geige	Geige
koncertmajstro	majstr.koncert0o	en		concertmaster
koncertmajstro	majstr.koncert0o	fr		premier violon
submajstro	majstr.sub0o	de		Handwerkergeselle
submajstro	majstr.sub0o	de		Handwerksgeselle
submajstro	majstr.sub0o	de		Geselle
submajstro	majstr.sub0o	en		journeyman
submajstro	majstr.sub0o.framasono	de		Handwerkergeselle
submajstro	majstr.sub0o.framasono	de		Handwerksgeselle
submajstro	majstr.sub0o.framasono	de		Geselle
submajstro	majstr.sub0o.framasono	en		journeyman
submajstro	majstr.sub0o.metilernanto	fr		apprenti
submajstro	majstr.sub0o.metilernanto	fr		compagnon
submajstro	majstr.sub0o.metilernanto	de		Handwerkergeselle
submajstro	majstr.sub0o.metilernanto	de		Handwerksgeselle
submajstro	majstr.sub0o.metilernanto	de		Geselle
submajstro	majstr.sub0o.metilernanto	en		journeyman
majuskla	majuskl.0a	en	majuscule (script)	majuscule
majuskla	majuskl.0a	en	capital (letter)	capital
majuskla	majuskl.0a	en	uppercase (letter)	uppercase
majuskla	majuskl.0a	fr	majuscule (adj.)	majuscule
majuskla	majuskl.0a	fr	capitale (adj., lettre)	capitale
majuskla	majuskl.0a.TIP	en	majuscule (script)	majuscule
majuskla	majuskl.0a.TIP	en	capital (letter)	capital
majuskla	majuskl.0a.TIP	en	uppercase (letter)	uppercase
majuskla	majuskl.0a.TIP	fr	majuscule (adj.)	majuscule
majuskla	majuskl.0a.TIP	fr	capitale (adj., lettre)	capitale
majuskleto	majuskl.0eto	de		Kapitälchen
majuskleto	majuskl.0eto.TIP	de		Kapitälchen
majusklo	majuskl.0o	de		Großbuchstabe
majusklo	majuskl.0o	de		Majuskel
majusklo	majuskl.0o	fr	majuscule (nom)	majuscule
majusklo	majuskl.0o	fr	capitale (nom, lettre)	capitale
majusklo	majuskl.0o.TIP	de		Großbuchstabe
majusklo	majuskl.0o.TIP	de		Majuskel
majusklo	majuskl.0o.TIP	fr	majuscule (nom)	majuscule
majusklo	majuskl.0o.TIP	fr	capitale (nom, lettre)	capitale
maĵora	majxor.0a	de		Dur
maĵora	majxor.0a	en		major
maĵora	majxor.0a	fr		majeur
maĵora	majxor.0a.gamo	de	in Dur	Dur
maĵora	majxor.0a.gamo	de		Dur
maĵora	majxor.0a.gamo	en		major
maĵora	majxor.0a.gamo	fr		majeur
maĵora	majxor.0a.tercio	de	große (Terz)	große
maĵora	majxor.0a.tercio	de		Dur
maĵora	majxor.0a.tercio	en		major
maĵora	majxor.0a.tercio	fr		majeur
Makao	maka.0o	NULL	NULL	NULL
makabra	makabr.0a	fr		macabre
makabra	makabr.0a.KOMUNE	fr		macabre
makadami	makada.0i	fr		macadamiser
makadami	makada.0i.TRA	fr		macadamiser
makadamo	makada.0o	de		Makadam
makadamo	makada.0o	en		macadam
makadamo	makada.0o	fr		macadam
makadamo	makada.0o.TRA	de		Makadam
makadamo	makada.0o.TRA	en		macadam
makadamo	makada.0o.TRA	fr		macadam
makako	makak.0o	de		Makake
makako	makak.0o	en		macaque
makako	makak.0o	fr		macaque
makarono	makaro.0o	NULL	NULL	NULL
