dimorfa,(dimorf·a),,Prefere diru 'duforma'.
dimorfeco,(dimorf·ec·o),,Prefere diru 'duformeco'.
dimorfismo,(dimorf·ism·o),,Prefere diru 'duformismo'.
dinamika,(dinamik·a),,"Prefere diru 'moviĝanta', 'vigla'."
dinamiko,(dinamik·o),2oa,"Prefere diru 'movoscienco', 'movostudo'."
diocezo,(diocez·o),,Prefere diru 'episkopa distrikto'(katolika) .
dioksido,(dioksid·o),, ankaŭ eblas diri 'duokasido'.
diplomato,(diplomat·o),fun, ankaŭ eblas diri 'diplomatiisto'.
dipsomaniulo,(dipsomani·ul·o),,"Prefere diru 'drinkulo', 'drinkomaniulo'."
diptiko,(diptik·o),,Prefere diru 'dupanela artaĵo'.
direkcio,(direkci·o),zam,"Prefere diru 'direktistaro', 'estraro', 'direktoraro' , 'direkta aro'."
direktoro,(direktor·o),, ankaŭ eblas diri 'direktisto'.
dirigento,(dirigent·o),," ankaŭ eblas diri 'orkestrestro', 'ĥorestro', 'muzikestro' , 'orkestrodirektisto'."
dirko,(dirk·o),," ankaŭ eblas diri 'ŝtelmalŝlosilo', 'hokmalŝlosilo' ."
dirlididi,(dirlididi!),,"Prefere diru 'ba! [zam]', 'bagatele!'."
dirta,(dirt·a),,Prefere diru 'malpurega'.
disciplino,(disciplin·o),,(en la senco de sporta fako) prefere diru 'sporta fako'.
disdegni,(disdegn·i),,Prefere diru 'malestimi'.
disertacii,(disertaci·i),zam, ankaŭ eblas diri 'diserti'.
disertacio,(disertaci·o),zam, ankaŭ eblas diri 'disertaĵo'.
disidento,(disident·o),,Prefere diru 'alipensulo'.
disipi,(disip·i),,"Prefere diru 'malŝpari', 'forneniigi'."
diskedo,(disked·o),,Prefere diru 'disketo'.
diskografio,(diskografi·o),,"Prefere diru 'diskoj', 'diskaro', 'diskolisto' , 'eldonitaj diskoj'."
diskoo,(disko·o),,(en muziko) prefere diru 'diskeja muziko'.
diskordo,(diskord·o),,"Prefere diru 'malkonkordo', 'malharmonio'."
diskoteko,(diskotek·o),,"Prefere diru 'dancejo', 'diskejo', 'diskodancejo' ; (analoge al 'biblioteko') prefere diru 'diskokolekto' ."
diskrecio,(diskreci·o),,Prefere diru 'bontrovo'.
diskrediti,(diskredit·i),zam,"Prefere diru 'misfamigi', 'malbonfamigi'."
diskursiva,(diskursiv·a),,Prefere diru 'malintuicia'.
diskurso,(diskurs·o),,"Prefere diru 'parolado', 'teksto', 'rezonado'. "
disleksio,(disleksi·o),,"Prefere diru 'legproblemoj', 'vortblindeco', 'mislegado'."
dismo,(dism·o),,"Prefere diru 'dekonimposto', 'dekonaĵo'."
disocii,(disoci·i),,"Prefere diru 'malkombini', 'disigi'."
disonanco,(disonanc·o),,"Prefere diru 'misharmonio', 'misakordo'; (en muziko) prefere diru 'dissoneco', 'dissonaĵo'."
dispensario,(dispensari·o),,Prefere diru 'senpaga kuracejo'.
dispensi,(dispens·i),,"Prefere diru 'liberigi', 'sendevigi', 'senŝarĝigi' ."
dispozicio,(dispozici·o),,(maniero laŭ kiu io estas dismetita) prefere diru 'dismeto'; (juraj preskriboj aŭ reguloj) prefere diru 'normo'; (natura emo) prefere diru 'emo'.
dista,(dist·a),,Prefere diru 'malproksima'.
disteismo,(disteism·o),,"Prefere diru 'malbondiismo', 'malicdiismo'."
distiko,(distik·o),,Prefere diru 'versduo'.
disturbi,(disturb·i),,Prefere diru 'perturbi'.
ditografio,(ditografi·o),,Prefere diru (liter·) 'misripeto'.
diurno,(diurn·o),,"Prefere diru 'tagnokto', 'tago', '24 horoj'. "
diverĝi,(diverĝ·i),zam,"(laŭ la signifo en la konkretaj okazoj) prefere diru 'disiri', 'malsami' , 'malakordi'; (en matematiko) prefere diru 'mal-konverĝ-i' ."
divizoro,(divizor·o),," ankaŭ eblas diri 'dividilo', 'dividanto', 'dividanta nombro' ."
divorco,(divorc·o),,"Prefere diru 'eksgeedziĝo', 'dividiĝo'."
dizajni,(dizajn·i),,"Prefere diru 'fasoni', 'projekti', 'aspektigi' ."
dizajno,(dizajn·o),,"Prefere diru 'fasono', 'aspekto', 'fasonado', 'projektado', 'aspektigado', 'formkreado' ."
djablo,(djabl·o),,Prefere diru 'malalta ĉareto'.
docento,(docent·o),, ankaŭ eblas diri 'universitata instruisto'.
dodekaedro,(dodekaedr·o),,Prefere diru 'dekdufaco'.
dojeno,(dojen·o),,Prefere diru 'plejaĝulo'.
doko,(dok·o),4oa," ankaŭ eblas diri 'ŝipripara baseno', 'havea baseno'."
dokta,(dokt·a),,"Prefere diru 'klera', 'klerega', 'sciplena'. "
doktoro,(doktor·o),,"(de la eklezio) prefere diru 'klerulo', 'majstro de la kredo'."
dokumentario,(dokumentari·o),,"Prefere diru 'nefikcia filmo', 'dokumenta filmo', 'raporta filmo', 'dokumentofilmo', 'dokumenta filmo' ."
dolo,(dol·o),,"Prefere diru 'krimintenco', 'trompintenco'."
domajno,(domajn·o),,"Prefere diru 'retnomo'; (en komunlingva uzo) prefere diru 'kampo' , (ĝenerala) 'kono/uzado/haveblo'."
domeno,(domen·o),,Prefere diru 'retnomo'.
domicilo,(domicil·o),,Prefere diru 'loĝloko'.
domini,(domin·i),,Prefere diru 'superregi'.
dompti,(dompt·i),,"Prefere diru 'dresi', 'malsovaĝigi'."
donacio,(donaci·o),,Prefere diru 'mondonaco'.
dorika,(dorik·a),,Prefere diru 'dora'.
dragono,(dragon·o),,(mita besto) prefere diru 'drako'.
draĝeo,(draĝe·o),,Prefere diru 'sukermigdalo'.
drajvo,(drajv·o),,(pri komputiloj) prefere diru 'pelilo'.
drakona,(drakon·a),,Prefere diru 'severega'.
dramaturgio,(dramaturgi·o),zam,"Prefere diru 'dramverkado', 'dramarto'."
dramaturgo,(dramaturg·o),,"Prefere diru 'dramisto', 'dramverkisto'."
dresi,(dres·i),fun, ankaŭ eblas diri 'malsovaĝigi'.
drezino,(drezin·o),, ankaŭ eblas diri 'relĉaro'.
driado,(driad·o),,"Prefere diru 'arba nimfo', 'arbonimfo', 'arbofeo' ."
drilo,(dril·o),, ankaŭ eblas diri 'borilo'.
drivi,(driv·i),9oa," ankaŭ eblas diri 'libere flosi', 'devoje flosi'."
drogmano,(drogman·o),,"Prefere diru 'interpretisto', 'buŝtradukisto'."
drola,(drol·a),,"Prefere diru 'stranga', 'amuze stranga', 'amuza' , 'ridinda', 'ŝercema'."
dromo,(drom·o),,"Prefere diru 'kurejo', 'veturejo'."
droneo,(drone·o),,Prefere diru 'flugroboto'.
drono,(dron·o),,"Prefere diru 'senpilota aviadilo', 'flugroboto'. "
droŝko,(droŝk·o),,Prefere diru (lu·) 'kaleŝ(et)o'.
drumo,(drum·o),,"Prefere diru 'frapmuzikilaro', 'tamburaro'."
drupo,(drup·o),,Prefere diru 'kernfrukto'.
duala,(dual·a),,Prefere diru 'dueca'.
dualismo,(dualism·o),2oa,Prefere diru 'duismo'.
dubelo,(dubel·o),," ankaŭ eblas diri 'ŝraŭbbazo', 'ŝraŭbtenilo', 'ŝraŭbfirmigilo', 'enŝraŭbmaterialo'."
dubli,(dubl·i),,"Prefere diru 'voĉtraduki', 'sontraduki', 'duoblumi' ."
dueto,(duet·o),1oa,"(en la senco de du kun-ludantoj aŭ kun-kantantoj) ankaŭ eblas diri 'duopo', 'duo' ; (en la senco de verko por du) ankaŭ eblas diri 'duopaĵo'."
dukto,(dukt·o),,"Prefere diru 'konduktubo'; (en kelkaj okazoj, ĉefe en medicino) prefere diru 'tubeto'."
dumpingo,(dumping·o),,"Prefere diru 'subkosta vendado', 'ŝutvendado'. "
duno,(dun·o),, ankaŭ eblas diri 'sablomont(et)o'.
duonpatrino,(du·on·patr·in·o),, ankaŭ eblas diri 'vicpatrino'.
dupleksa,(dupleks·a),,Prefere diru 'ambaŭdirekta'.
duplikato,(duplikat·o),zam,"Prefere diru 'kopio', 'dua ekzemplero'."
dupo,(dup·o),,Prefere diru 'trompeblulo'.
dura,(dur·a),,Prefere diru 'malmola'.
dura palato,(dur·a palat·o),,Prefere diru 'osta palato'.
durdisko,(dur·disk·o),,"Prefere diru 'malmola disko', 'fiksita disko'."
duzo,(duz·o),, ankaŭ eblas diri 'fluaĵakcela tubo'.
DVD,(DVD),, ankaŭ eblas diri 'lumdiskego'.
easto,(east·o),,Prefere diru 'oriento'.
ebleco,(ebl·ec·o),fun,"Prefere diru 'eblaĵo'; (en la okazo de io, kio estas elektebla: vi havas du eblojn, iri tuj aŭ iri morgaŭ) prefere diru 'eblo'."
ebo,(eb·o),,Prefere diru 'malalta tajdo'.
ebria,(ebri·a),1oa, ankaŭ eblas diri 'malsobra'[fun].
editorialo,(editorial·o),,Prefere diru 'ĉefartikolo'.
editoro,(editor·o),,Prefere diru 'redaktant/int/onto'.
edro,(edr·o),,(en geometrio) prefere diru 'faco'[8oa].
eduki,(eduk·i),,(en la senco de 'instrui') prefere diru 'instrui'.
efemera,(efemer·a),3oa, ankaŭ eblas diri 'mallongedaŭra'.
eferveski,(efervesk·i),,"Prefere diru 'ekbolanta', 'vigla', 'gaje vigla'."
egocentrismo,(ego·centr·ism·o),,Prefere diru 'memcentreco'.
egoismo,(egoism·o),1oa," ankaŭ eblas diri 'memismo', 'mieco', 'miismo', 'memcentreco'."
egoisto,(egoist·o),1oa,"Prefere diru 'memisto', 'miisto', 'memcentristo' , 'egoismulo'."
egotismo,(egotism·o),,"Prefere diru 'memcentreco', 'egoismo'."
egreto,(egret·o),,Prefere diru 'plumtufo'.
egzameno,(egzamen·o),,Prefere diru 'ekzameno'.
eĝo,(eĝ·o),,"(en la ĉiutaga lingvo) prefere diru 'rando', 'angulrando'."
eĥografio,(eĥografi·o),, ankaŭ eblas diri 'eĥobildigo'; (la rezulto) ankaŭ eblas diri 'eĥobildo' .
eĥokardiografio,(eĥokardiografi·o),, ankaŭ eblas diri 'eĥokorbildigo'.
eĥokardiografo,(eĥokardiograf·o),, ankaŭ eblas diri 'eĥokorbildigilo'.
eĥokardiogramo,(eĥokardiogram·o),, ankaŭ eblas diri 'eĥokorbildoj'.
ejektivo,(ejektiv·o),,Prefere diru (aer·) 'elĵeta konsonanto'.
ekarto,(ekart·o),,Prefere diru 'interspaco'.
ekliptiko,(ekliptik·o),zam,"Prefere diru 'terorbito', 'eklipsozono'."
eko-,(eko-),,Prefere diru 'ekologia'.
ekonomiko,(ekonomik·o),,Prefere diru 'ekonomiscienco'.
ekonomio,(ekonomi·o),1oa,"(en la senco de 'ŝparado') ankaŭ eblas diri 'ŝparo', 'ŝparado', 'ŝparemo'."
ekscesi,(ekscesi),2oa," ankaŭ eblas diri 'troe fari', 'tro fari'."
ekscitatoro,(ekscitator·o),,Prefere diru 'ekscitilo'.
ekscizi,(eksciz·i),,Prefere diru 'fortranĉi'.
eksklamacio,(eksklamaci·o),,"Prefere diru 'ekkrio', 'elkrio', 'ekkria esprimo'."
eksklavo,(eksklav·o),,(pri teritorio) prefere diru 'ekstera ŝtata teritorio'.
ekskludi,(eksklud·i),,"Prefere diru 'ekskluzivi', 'malhavi'."
ekskluzivi,(ekskluziv·i),,Prefere diru 'malhavi'.
ekskuzi,(ekskuz·i),,"Prefere diru 'senkulpigi', 'pardoni', 'senkulpigi' ."
ekskuzo,(ekskuz·o),,"Prefere diru 'senkulpigo', 'preteksto', 'senkulpigo' ."
ekslibriso,(ekslibris·o),,"Prefere diru 'libromarko', 'posedantomarko', 'posedantoslipo'."
eksonimo,(eksonim·o),,Prefere diru 'ekstera loknomo'.
eksoskeleto,(eksoskelet·o),,Prefere diru 'ekstera skeleto'.
ekspansio,(ekspansi·o),zam,"Prefere diru 'plivastiĝo', 'plietendiĝo'."
ekspekti,(ekspekt·i),,"Prefere diru 'atendi', 'antaŭvidi'."
ekspektori,(ekspektor·i),,Prefere diru 'kraĉi'.
eksperimenti,(eksperiment·i),1oa,(en la senco de 'sperti') prefere diru 'sperti'.
ekspertizo,(ekspertiz·o),,"Prefere diru 'raporto', (valor·) 'takso'."
eksperto,(ekspert·o),,"Prefere diru 'fakulo', 'spertulo'."
eksplici,(eksplic·i),,"Prefere diru 'malimplici', 'klare esprimi'."
eksplicita,(eksplic·it·a),,"Prefere diru 'malimplicita', 'klara', 'klaresprima' ."
ekspliki,(eksplik·i),,Prefere diru 'klarigi'.
eksponi,(ekspon·i),,Prefere diru 'ekspozicii'.
ekspozi,(ekspoz·i),,Prefere diru 'ekspozicii'.
ekspresa,(ekspres·a),1oa," ankaŭ eblas diri 'rapida', 'rekta'."
ekspresionismo,(ekspresionism·o),,Prefere diru 'esprimismo'.
ekstradicio,(ekstradici·o),,Prefere diru 'transdono'(de krim·int·o) .
ekstraktadi,(ekstrakt·ad·i),1oa," ankaŭ eblas diri 'eligi', 'eltiri'."
ekstrakto,(ekstrakt·o),1oa, ankaŭ eblas diri 'eltiraĵo'.
ekstravaganco,(ekstravaganc·o),zam," ankaŭ eblas diri 'nekomuna strangaĵo', 'kondutstrangeco' ."
ekstravertita,(ekstravertit·a),,Prefere diru 'eksterema'.
ekto,(ekt·o),,Prefere diru 'ekster-'.
ekto-,(ekto·),,"(en scienco kaj teĥniko) prefere diru 'ekster ', 'ekstera'."
ektomio,(ektomi·o),,Prefere diru 'fortranĉo'.
ekumena,(ekumen·a),,"Prefere diru 'tutmonda', 'tutkatolika', 'tutortodoksa' , 'tutkristana', 'tutreligia', 'ĉiureligia', 'interreligia', 'religiunuiĝa' , 'universala', 'ĝenerala'."
ekumenismo,(ekumen·ism·o),,"Prefere diru 'tutkristanismo', 'interreligiismo' , 'religiunuiĝismo'."
ekumeno,(ekumen·o),,"Prefere diru 'tuta mondo', 'mondo'."
ekvalizi,(ekvaliz·i),,(en muziko) ankaŭ eblas diri 'egaligi'.
ekvilibro,(ekvilibr·o),2oa," ankaŭ eblas diri 'egalpezo', 'sampezo'."
ekvinokso,(ekvinoks·o),,"Prefere diru 'tagnoktegaleco', 'noktegaleco'."
ekvivalenta,(ekvivalent·a),zam," ankaŭ eblas diri 'samvalora', 'egalvalora'."
ekzakta,(ekzakt·a),,"(en la senco de ""preciza"") prefere diru 'preciza'; (en faka uzo en la senco de ""absolute preciza"") ankaŭ eblas diri 'absolute preciza'[4oa]."
ekzalti,(ekzalt·i),zam,"Prefere diru 'entuziasmigi', 'trovigligi'."
ekzegezo,(ekzegez·o),zam,"Prefere diru 'klarigo', 'interpreto'."
ekzekuta,(ekzekut·a),,"(por direktoro, komitato) prefere diru 'plenuma'."
ekzekutiva,(ekzekutiv·a),,Prefere diru 'plenuma'.
ekzekutivo,(ekzekutiv·o),,Prefere diru 'plenuma povo'.
ekzistencialismo,(ekzistencialism·o),,Prefere diru 'ekzistadismo'.
ekzistencialisto,(ekzistencialist·o),,Prefere diru 'ekzistadisto'.
ekzo-,(ekzo-),,"Prefere diru 'ekster', 'eksteraa'."
ekzotera,(ekzoter·a),,Prefere diru 'publika/e instruata'.
ekzotika,(ekzotik·a),," ankaŭ eblas diri 'ekzota', 'alloge fremda'."
elano,(elan·o),,"Prefere diru 'impulso', 'impeto'."
elektrokardiografo,(elektro·kardiograf·o),," ankaŭ eblas diri 'elektrokorbataparato', 'elektrokorstriaparato' , 'elektrokorspurilo', 'elektrokorregistrilo'."
elektrokardiogramo,(elektro·kardiogram·o),," ankaŭ eblas diri 'elektrokorbatlinio', 'elektokorstrio' , 'elektrokorspuro', 'elektrokorregistraĵo' ."
elektronika,(elektronik·a),8oa,"(krom en okazoj kiam ĝi signifas: funkcianta per elektraj signaloj aŭ iel rilata al elektroniko)(laŭ la kunteksto) prefere diru 'elektrona', 'elektronscienca', 'komputila'."
elektropunkturo,(elektr·o·punktur·o),,Prefere diru 'elektropikkuracado'.
elektroskopo,(elektroskop·o),,Prefere diru 'elektromezurilo'.
elevatoro,(elevator·o),,Prefere diru 'levmaŝino'.
elimini,(elimin·i),,"Prefere diru 'forigi', 'neniigi'."
elipso,(elips·o),1oa,(en literaturo) prefere diru (vort·o·) 'ellaso'; (pri geometria formo en la komunuza lingvo) ankaŭ eblas diri 'ovalo'.
elkavatoro,(el·kav·atoro),,Prefere diru 'fosmaŝino'.
elo,(el·o),zam,Prefere diru 'angla biero'.
elvokiva,(el·vok·iv·a),,"Prefere diru 'elvoka', 'elvokpova'."
emajlo,(emajl·o),,(pri komputiloj) prefere diru 'retmesaĝo'.
emancipi,(emancip·i),1oa, ankaŭ eblas diri 'liberigi'.
emani,(eman·i),,"Prefere diru 'eliĝi', 'elveni'."
embargi,(embarg·i),,"(foriri, komerci, ktp.) prefere diru 'malpermesi'."
embrazuro,(embrazur·o),zam,"Prefere diru 'fenestroniĉo', 'pordoniĉo'; (por batalado) prefere diru 'paftruo'."
embriologio,(embriologi·o),,"Prefere diru 'embriostudo', 'embrioscienco'."
emerito,(emerit·o),8oa, ankaŭ eblas diri 'pensiulo'[fun].
emerituro,(emeritur·o),zam,Prefere diru 'pensio'.
emigracio,(emigraci·o),zam,"Prefere diru 'elmigrintaro', 'elmigrinta komunumo', 'elmigrado'."
emigri,(emigr·i),zam,Prefere diru 'elmigri'.
emisii,(emisi·i),,"(en la senco eldoni monon, bank-biletojn) prefere diru 'eldoni'; (en la senco de ellasado de radioj kaj similaj en fiziko) prefere diru 'ellasi', 'elsendi' , 'eligi'; (en la senco de radia aŭ televida dissendo) prefere diru 'dissendo'; (laŭ la signifo en la unuopaj okazoj) prefere diru 'eldoni' , 'ellasi', 'eligi'."
emoĝio,(emoĝi·o),,Prefere diru 'bildsigno'.
empatio,(empati·o),,"Prefere diru 'kunsent(ad)o,', 'sentokompreno'."
empeno,(empen·o),,Prefere diru 'aviadila vosto'.
empireo,(empire·o),,Prefere diru 'la plej alta ĉielo'.
empireŭmo,(empireŭm·o),,Prefere diru 'brulodoro'.
empiro,(empir·o),,Prefere diru 'imperia stilo'.
encefalo,(encefal·o),,Prefere diru 'cerbo'.
encefalogramo,(encefalogram·o),,Prefere diru 'cerbobildigo'.
encikliko,(enciklik·o),,Prefere diru 'papa rondletero'.
endemia,(endemi·a),,"Prefere diru 'loka', 'regiona'."
endemio,(endemio),zam,"Prefere diru 'loka malsano', 'loka ripeta malsano'."
endo-,(endo·),,"Prefere diru 'en', 'interna'."
endoderma,(endoderm·a),,"Prefere diru 'varmokonsuma', 'varmoeniga'."
endokrina,(endokrin·a),,"Prefere diru 'hormona', 'hormonellasa'."
endokrinologio,(endokrinologi·o),,Prefere diru 'hormonscienco'.
endokrinologo,(endokrinolog·o),,"Prefere diru 'hormonsciencisto', 'hormonkuracisto' ."
endonimo,(endonim·o),,Prefere diru 'interna loknomo'.
endosi,(endos·i),,"Prefere diru 'transdoni ĉekon', 'garantii'."
endoskeleto,(endoskelet·o),,"Prefere diru 'interna skeleto', 'ena skeleto'."
energetik·a,(energetik·a),,Prefere diru 'energiprodukta'.
energetiko,(energi·scienc·o),,Prefere diru 'energiscienco'.
energizi,(energiz·i),,"Prefere diru 'doni energion', 'energii'."
engaĝi,(engaĝ·i),,(en la senco de 'dungi') prefere diru 'dungi'.
enganĝiĝi,(engaĝ·iĝ·i),,"(en la senso de dediĉi sin al io) prefere diru 'sin dediĉi', 'dediĉiĝi' ."
englo,(engl·o),,(en la senco de ano de ĝermana tribo) prefere diru 'anglo'.
engraŭlo,(engraŭl·o),zam,Prefere diru 'sardelo'.
enharmona,(enharmon·a),,Prefere diru 'samtoma'.
enjekcio,(enjekci·o),," ankaŭ eblas diri 'disĵeto', 'unualunufunkcio'."
enklizo,(enkliz·o),,Prefere diru 'antaŭkunfando'.
enologo,(enolog·o),,"Prefere diru 'vinfakulo', 'vinsciencisto'."
enorma,(enorm·a),," ankaŭ eblas diri 'grandega', 'nenorme granda'."
ensemblo,(ensembl·o),,Prefere diru 'muzikgrupo'.
entalpio,(entalpi·o),," ankaŭ eblas diri 'varmoenhavo', 'energienhavo'."
entento,(entent·o),,(inter regnoj) prefere diru 'interkonsento'.
entero,(enter·o),,Prefere diru 'intesto'.
entjero,(entjer·o),,Prefere diru 'plena nombro'.
ento,(ent·o),,Prefere diru 'ekzistaĵo'.
entomologio,(entomologi·o),2oa, ankaŭ eblas diri 'insektoscienco'.
entreo,(entre·o),,"Prefere diru 'antaŭmanĝo', 'komenca plado'; (en Usono) prefere diru 'ĉefplado'."
enumeracio,(enumeraci·o),,Prefere diru 'listigo'.
enurezo,(enurez·o),,Prefere diru 'liturinado'.
enverguro,(envergur·o),,Prefere diru 'vela/flugila larĝeco'.
envulti,(envult·i),,Prefere diru 'ensorĉi'.
enzimo,(enzim·o),,(en la ĉiutaga lingvo) ankaŭ eblas diri 'fermento'.
eosto,(eost·o),,Prefere diru 'oriento'.
eparkio,(eparki·o),,(ortodoksa religio) prefere diru 'episkopa distrikto'.
epicentro,(epicentr·o),,Prefere diru 'surfaca centro'.
epidemio,(epidemi·o),1oa, ankaŭ eblas diri 'amasinfektiĝo'.
epidemiologio,(epidemiologi·o),,"Prefere diru 'epidemiostudo', 'epidemioscienco'. "
epigrafo,(epigraf·o),, ankaŭ eblas diri 'surskribaĵo'.
epika,(epik·a),,"Prefere diru 'epopea', 'heroa'."
epistakso,(epistaks·o),,Prefere diru 'nazosangado'.
epistemologio,(epistemologi·o),,"Prefere diru 'sciteorio', 'fiolozofio de scienco'."
epistolo,(epistol·o),,Prefere diru (vers·a) 'letero '.
epitafo,(epitaf·o),,"Prefere diru 'tomboskribo', 'surtomba frazo'."
epitalamo,(epitalam·o),,Prefere diru 'geedziĝa kanto'.
epiteto,(epitet·o),1oa," ankaŭ eblas diri 'adjektivaĵo', 'ecovortaĵo'."
epitomo,(epitom·o),zam,"Prefere diru 'resumo', 'resuma lernolibro', 'eltiraĵo' ."
epizootio,(epizooti·o),,Prefere diru 'besta epidemio'.
eposo,(epos·o),zam,Prefere diru 'epopeo'.
erco,(erc·o),,"Prefere diru 'mineralo', 'minaĵo'."
erekcio,(erekci·o),,Prefere diru 'erektiĝo'.
eritrocito,(eritrocit·o),, ankaŭ eblas diri 'ruĝa sangoĉelo'.
eritroforo,(eritrofor·o),,"Prefere diru 'ruĝpigmentĉelo', 'ruĝpigmentoĉelo' , 'ruĝpigmenta ĉelo'."
erodi,(erod·i),,"Prefere diru 'forfroti', 'malakrigi'."
erota,(erot·a),,"Prefere diru 'erotika', 'malakrigi'."
erotizi,(erotiz·i),,Prefere diru 'erotikigi'[3oa].
erozii,(erozi·i),,Prefere diru 'forfroti'.
erudi,(erud·i),,Prefere diru 'klerigi'.
erudicio,(erudici·o),3oa, ankaŭ eblas diri (profund·a kaj divers·fak·a) 'klereco'.
erudiciulo,(erudici·ul·o),, ankaŭ eblas diri 'klerulo'.
esameno,(esamen·o),,"Prefere diru 'abelsvarmo', 'abelaro'."
eskaladi,(eskal·ad·i),,Prefere diru 'grimpi'.
eskalatoro,(eskalator·o),,Prefere diru 'rulŝtuparo'.
eskalo,(eskal·o),,"Prefere diru 'ŝtupetaro'; (ŝiraĵo kun formo de ŝtupetaro en maŝŝtofo) prefere diru 'dismaŝiĝo', 'maŝofalo'."
eskarpeno,(eskarpen·o),,Prefere diru 'dancoŝuo'.
eskulo,(eskul·o),,Prefere diru 'ĉevalkaŝtanujo'.
eskvizita,(eskvizit·a),,"Prefere diru 'rafinita', 'ege bonkvalita', 'bongustega' , 'rava'."
esoterika,(esoterik·a),,Prefere diru 'esotera'.
Esperantio,(Esperanti·o),,Prefere diru 'Esperantujo'.
esperantofono,(esperanto·fon·o),,Prefere diru 'esperantoparolanto'.
esperantologio,(esperantologi·o),, ankaŭ eblas diri 'Esperanto-scienco'.
esperantologo,(esperantolog·o),,"Prefere diru 'Esperanto-fakulo', 'Esperanto-sciencisto' ."
esplanado,(esplanad·o),,"Prefere diru 'malfermita ebenaĵo', 'placo', 'promenejo'."
establo,(establ·o),4oa,(en la signifo de 'organizaĵo') ankaŭ eblas diri 'organizaĵo'.
esterazo,(esteraz·o),,Prefere diru 'esterenzimo'.
estetiko,(estetiko),," ankaŭ eblas diri 'belecstudo', 'belecscienco'."
estidigiti,(estidigit·i),,"Prefere diru 'iluzii', 'ŝajnmagii', 'ĵongli'. "
estiel,(estiel),,Prefere diru 'kiel'.
estrado,(estrad·o),1oa,Prefere diru 'podi-o'[4oa].
eŝafodo,(eŝafod·o),fun, ankaŭ eblas diri 'mortigpodio'.
etalono,(etalon·o),,"Prefere diru 'normaĵo', 'kompara indiko'."
etato,(etat·o),fun," ankaŭ eblas diri 'listo', 'tabelo', 'originvorto' , 'vortfonto'."
etilismo,(etilism·o),,Prefere diru 'alkoholismo'.
etimo,(etim·o),,"Prefere diru 'fontvorto', 'pravorto'."
etimologio,(etimologi·o),2oa," ankaŭ eblas diri 'vortdevenscienco', 'vortdeveno', 'deveno'(de vort·o) , 'vortfonto'."
etimologo,(etimolog·o),7oa," ankaŭ eblas diri 'vortdevensciencisto', 'vortdevenfakulo' , 'vorthistoriisto'."
etiologio,(etiologi·o),1oa, ankaŭ eblas diri 'kaŭzoscienco'; (pri malsanoj) ankaŭ eblas diri 'kaŭzostudo'.
etno,(etn·o),,"Prefere diru 'nacio', 'gento'."
etnografio,(etnografi·o),2oa," ankaŭ eblas diri 'etnoscienco', 'popolpriskribo', 'gentoesploro'."
etnografo,(etnograf·o),7oa," ankaŭ eblas diri 'etnografiisto', 'etnosciencisto' , 'gentoersploranto'."
etnologio,(etnologi·o),9oa, ankaŭ eblas diri 'etnoscienco'.
etnologo,(etnolog·o),,Prefere diru 'etnosciencisto'.
etnonimo,(etnonim·o),,"Prefere diru 'etnonomo', 'genta nomo'."
etologio,(etologi·o),zam, ankaŭ eblas diri 'kondutoscienco'.
eŭfemismo,(eŭfemism·o),zam," ankaŭ eblas diri 'plibeliga ĉirkaŭdiro', 'evitesprimo' , 'ĉirkaŭparolo', 'ĉirkaŭskribo', 'bonvorto', 'pura lingvaĵo'."
eŭfiometro,(eŭfiometr·o),,Prefere diru 'gasanaliilo'.
eŭfonie,(eŭfoni·e),,Prefere diru 'belsone'.
eŭforio,(eŭfori·o),,"Prefere diru 'ĝojosento', 'bonfartosento'."
eŭkaristio,(eŭkaristi·o),, ankaŭ eblas diri 'eŭĥaristio'; (en la ĉiutaga lingvo) ankaŭ eblas diri 'komunio'.
eŭritmio,(eŭritmi·o),, ankaŭ eblas diri 'belritma danco'.
eŭro-,(eŭro-),,(kiel mallongigita vorto por Eŭropo) prefere diru 'eŭrop-'.
eŭteismo,(eŭteism·o),,Prefere diru 'bondiismo'.
evakui,(evaku·i),,"(en armea/milita signifo) prefere diru 'forlasi'; (perforte, por la bono de la enloĝantoj, forigi tiujn enloĝantojn el iu loko) prefere diru 'alilokigi', 'forigi', 'forsendi'."
evento,(event·o),8oa, ankaŭ eblas diri 'okazaĵo'.
evolucio,(evoluci·o),3oa, ankaŭ eblas diri 'evoluo'.
evoluiĝi,(evolu·iĝ·i),,(en la senco 'Iompostiome disvolviĝi') prefere diru 'evolui'.
facio,(faci·o),,Prefere diru 'vizaĝo'; (ĉe bestoj) prefere diru 'muzelo'; (en medicino ankaŭ) prefere diru 'aspekto'.
fadi,(fad·i),,Prefere diru 'malfortiĝadi'.
fadkompensilo,(fd·kompens·il·o),,Prefere diru 'regulilo de donforto'.
fado,(fad·o),,(portugala muziko) prefere diru 'faduo'.
fajlo,(fajl·o),,"(pri komputiloj) prefere diru 'dosiero', 'dokumento'."
fajna,(fajn·a),,"Prefere diru 'subtila', 'delikata'."
fajnajta,(fajnajt·a),,"Prefere diru 'limhava', 'limigita', 'finhava' ."
faksimilo,(faksimil·o),, ankaŭ eblas diri 'kopio'.
fakultativa,(fakultativ·a),,"Prefere diru 'libervola', 'nedeviga'."
fakultato,(fakultat·o),1oa,(en universitato) ankaŭ eblas diri 'fakaro'.
